time(sec),time(min),Temp C,Temp C
2085,34.75,36.75,36.80786862
2086,34.77,36.75,36.79629489
2087,34.78,36.5,36.73703591
2088,34.8,36.75,36.73962873
2089,34.82,36.25,36.64170299
2090,34.83,36.25,36.56336239
2091,34.85,36.5,36.55068991
2092,34.87,37,36.64055193
2093,34.88,36.25,36.56244154
2094,34.9,36.5,36.54995323
2095,34.92,36.5,36.53996259
2096,34.93,36.75,36.58197007
2097,34.95,36.75,36.61557606
2098,34.97,36.75,36.64246084
2099,34.98,36.5,36.61396868
2100,35,36.75,36.64117494
2101,35.02,36.25,36.56293995
2102,35.03,36.75,36.60035196
2103,35.05,36,36.48028157
2104,35.07,36.75,36.53422526
2105,35.08,36.5,36.5273802
2106,35.1,36.5,36.52190416
2107,35.12,36.5,36.51752333
2108,35.13,36,36.41401866
2109,35.15,36.25,36.38121493
2110,35.17,36.5,36.40497195
2111,35.18,36.25,36.37397756
2112,35.2,36.5,36.39918205
2113,35.22,36,36.31934564
2114,35.23,36,36.25547651
2115,35.25,36.5,36.30438121
2116,35.27,36.5,36.34350497
2117,35.28,36.5,36.37480397
2118,35.3,36,36.29984318
2119,35.32,36.25,36.28987454
2120,35.33,36.25,36.28189963
2121,35.35,35.5,36.12551971
2122,35.37,36.75,36.25041577
2123,35.38,36.25,36.25033261
2124,35.4,36.25,36.25026609
2125,35.42,36.25,36.25021287
2126,35.43,36.5,36.3001703
2127,35.45,36.25,36.29013624
2128,35.47,36.5,36.33210899
2129,35.48,36.75,36.41568719
2130,35.5,36.25,36.38254975
2131,35.52,36.25,36.3560398
2132,35.53,36.5,36.38483184
2133,35.55,36.5,36.40786547
2134,35.57,36.25,36.37629238
2135,35.58,36.25,36.3510339
2136,35.6,36,36.28082712
2137,35.62,36.25,36.2746617
2138,35.63,36.5,36.31972936
2139,35.65,36.25,36.30578349
2140,35.67,36.5,36.34462679
2141,35.68,36,36.27570143
2142,35.7,36,36.22056115
2143,35.72,36,36.17644892
2144,35.73,36.25,36.19115913
2145,35.75,36,36.15292731
2146,35.77,36.25,36.17234185
2147,35.78,36.5,36.23787348
2148,35.8,35.75,36.14029878
2149,35.82,36,36.11223902
2150,35.83,36.25,36.13979122
2151,35.85,36.25,36.16183298
2152,35.87,36.25,36.17946638
2153,35.88,36.5,36.2435731
2154,35.9,36,36.19485848
2155,35.92,35.75,36.10588679
2156,35.93,36,36.08470943
2157,35.95,36,36.06776754
2158,35.97,36.25,36.10421403
2159,35.98,36.25,36.13337123
2160,36,36,36.10669698
2161,36.02,35.75,36.03535759
2162,36.03,36,36.02828607
2163,36.05,35.25,35.87262885
2164,36.07,36,35.89810308
2165,36.08,36,35.91848247
2166,36.1,36.25,35.98478597
2167,36.12,36,35.98782878
2168,36.13,36,35.99026302
2169,36.15,36,35.99221042
2170,36.17,36.25,36.04376833
2171,36.18,35.5,35.93501467
2172,36.2,36,35.94801173
2173,36.22,35.25,35.80840939
2174,36.23,36,35.84672751
2175,36.25,36,35.87738201
2176,36.27,35.75,35.85190561
2177,36.28,35.5,35.78152449
2178,36.3,36,35.82521959
2179,36.32,36.25,35.91017567
2180,36.33,35.75,35.87814054
2181,36.35,36,35.90251243
2182,36.37,36,35.92200994
2183,36.38,35.75,35.88760795
2184,36.4,35.75,35.86008636
2185,36.42,35,35.68806909
2186,36.43,35.75,35.70045527
2187,36.45,36,35.76036422
2188,36.47,36,35.80829137
2189,36.48,36,35.8466331
2190,36.5,36,35.87730648
2191,36.52,35.5,35.80184518
2192,36.53,35.5,35.74147615
2193,36.55,35.75,35.74318092
2194,36.57,36,35.79454473
2195,36.58,35.5,35.73563579
2196,36.6,35.75,35.73850863
2197,36.62,35.25,35.6408069
2198,36.63,35.75,35.66264552
2199,36.65,35.5,35.63011642
2200,36.67,35.75,35.65409313
2201,36.68,35.5,35.62327451
2202,36.7,35.75,35.64861961
2203,36.72,35.75,35.66889569
2204,36.73,35.25,35.58511655
2205,36.75,35.75,35.61809324
2206,36.77,35.25,35.54447459
2207,36.78,35.75,35.58557967
2208,36.8,35.75,35.61846374
2209,36.82,35.5,35.59477099
2210,36.83,35.5,35.57581679
2211,36.85,35.75,35.61065343
2212,36.87,35.75,35.63852275
2213,36.88,35.75,35.6608182
2214,36.9,35.5,35.62865456
2215,36.92,35.75,35.65292365
2216,36.93,35.5,35.62233892
2217,36.95,35.75,35.64787113
2218,36.97,35.5,35.61829691
2219,36.98,35.75,35.64463753
2220,37,35.75,35.66571002
2221,37.02,35.5,35.63256802
2222,37.03,35.25,35.55605441
2223,37.05,35.5,35.54484353
2224,37.07,34.75,35.38587482
2225,37.08,34.75,35.25869986
2226,37.1,35.25,35.25695989
2227,37.12,35.25,35.25556791
2228,37.13,35.25,35.25445433
2229,37.15,35.25,35.25356346
2230,37.17,35.5,35.30285077
2231,37.18,35.5,35.34228062
2232,37.2,35.5,35.37382449
2233,37.22,35,35.29905959
2234,37.23,35.5,35.33924768
2235,37.25,35.25,35.32139814
2236,37.27,35.5,35.35711851
2237,37.28,34.5,35.18569481
2238,37.3,35.5,35.24855585
2239,37.32,35,35.19884468
2240,37.33,35.5,35.25907574
2241,37.35,35.5,35.30726059
2242,37.37,35.5,35.34580848
2243,37.38,35.5,35.37664678
2244,37.4,35.5,35.40131742
2245,37.42,35,35.32105394
2246,37.43,35.25,35.30684315
2247,37.45,35.5,35.34547452
2248,37.47,35.75,35.42637962
2249,37.48,35.5,35.44110369
2250,37.5,35,35.35288295
2251,37.52,35.5,35.38230636
2252,37.53,34.75,35.25584509
2253,37.55,35.5,35.30467607
2254,37.57,35,35.24374086
2255,37.58,35.25,35.24499269
2256,37.6,34.75,35.14599415
2257,37.62,35.5,35.21679532
2258,37.63,35.5,35.27343626
2259,37.65,34.75,35.168749
2260,37.67,35,35.1349992
2261,37.68,35.25,35.15799936
2262,37.7,35.5,35.22639949
2263,37.72,35,35.18111959
2264,37.73,34.75,35.09489567
2265,37.75,35,35.07591654
2266,37.77,35.5,35.16073323
2267,37.78,35.5,35.22858658
2268,37.8,35.25,35.23286927
2269,37.82,35.25,35.23629541
2270,37.83,35.25,35.23903633
2271,37.85,35,35.19122907
2272,37.87,35.25,35.20298325
2273,37.88,35.25,35.2123866
2274,37.9,35.25,35.21990928
2275,37.92,34.5,35.07592743
2276,37.93,35,35.06074194
2277,37.95,35,35.04859355
2278,37.97,34.25,34.88887484
2279,37.98,35,34.91109987
2280,38,35,34.9288799
2281,38.02,35,34.94310392
2282,38.03,34.5,34.85448314
2283,38.05,35.25,34.93358651
2284,38.07,35,34.94686921
2285,38.08,34.5,34.85749537
2286,38.1,35,34.88599629
2287,38.12,34.75,34.85879703
2288,38.13,34.5,34.78703763
2289,38.15,34.75,34.7796301
2290,38.17,34.75,34.77370408
2291,38.18,35,34.81896327
2292,38.2,34.25,34.70517061
2293,38.22,35,34.76413649
2294,38.23,35,34.81130919
2295,38.25,34,34.64904735
2296,38.27,35,34.71923788
2297,38.28,34.75,34.72539031
2298,38.3,34.75,34.73031224
2299,38.32,34.75,34.7342498
2300,38.33,34.75,34.73739984
2301,38.35,34.75,34.73991987
2302,38.37,34.25,34.6419359
2303,38.38,34.75,34.66354872
2304,38.4,34.25,34.58083897
2305,38.42,34.75,34.61467118
2306,38.43,34.25,34.54173694
2307,38.45,34.5,34.53338955
2308,38.47,34.75,34.57671164
2309,38.48,34.75,34.61136931
2310,38.5,34.25,34.53909545
2311,38.52,34.5,34.53127636
2312,38.53,34.75,34.57502109
2313,38.55,34.5,34.56001687
2314,38.57,34,34.4480135
2315,38.58,34.5,34.4584108
2316,38.6,34,34.36672864
2317,38.62,34.75,34.44338291
2318,38.63,34.75,34.50470633
2319,38.65,33.75,34.35376506
2320,38.67,34.5,34.38301205
2321,38.68,34.5,34.40640964
2322,38.7,34.25,34.37512771
2323,38.72,34.25,34.35010217
2324,38.73,34.25,34.33008174
2325,38.75,34.5,34.36406539
2326,38.77,34,34.29125231
2327,38.78,34.5,34.33300185
2328,38.8,34,34.26640148
2329,38.82,34.25,34.26312118
2330,38.83,34.25,34.26049695
2331,38.85,34.25,34.25839756
2332,38.87,34.5,34.30671805
2333,38.88,34.5,34.34537444
2334,38.9,34.25,34.32629955
2335,38.92,34.25,34.31103964
2336,38.93,34.25,34.29883171
2337,38.95,34.25,34.28906537
2338,38.97,34.5,34.3312523
2339,38.98,33.75,34.21500184
2340,39,34,34.17200147
2341,39.02,34,34.13760118
2342,39.03,34.25,34.16008094
2343,39.05,34.5,34.22806475
2344,39.07,34.25,34.2324518
2345,39.08,34.5,34.28596144
2346,39.1,34.25,34.27876915
2347,39.12,34,34.22301532
2348,39.13,34,34.17841226
2349,39.15,33.5,34.04272981
2350,39.17,34.5,34.13418385
2351,39.18,34.5,34.20734708
2352,39.2,34,34.16587766
2353,39.22,34,34.13270213
2354,39.23,34,34.1061617
2355,39.25,34.25,34.13492936
2356,39.27,34,34.10794349
2357,39.28,34.5,34.18635479
2358,39.3,34.5,34.24908383
2359,39.32,34.25,34.24926707
2360,39.33,33.75,34.14941365
2361,39.35,34.25,34.16953092
2362,39.37,34.5,34.23562474
2363,39.38,34.5,34.28849979
2364,39.4,34.25,34.28079983
2365,39.42,33.75,34.17463987
2366,39.43,34.75,34.28971189
2367,39.45,34.25,34.28176951
2368,39.47,34,34.22541561
2369,39.48,33.75,34.13033249
2370,39.5,34,34.10426599
2371,39.52,34,34.08341279
2372,39.53,34.25,34.11673023
2373,39.55,33.75,34.04338419
2374,39.57,34.25,34.08470735
2375,39.58,33.75,34.01776588
2376,39.6,34.25,34.0642127
2377,39.62,34.25,34.10137016
2378,39.63,34,34.08109613
2379,39.65,34,34.0648769
2380,39.67,34.25,34.10190152
2381,39.68,34,34.08152122
2382,39.7,33.75,34.01521698
2383,39.72,34.25,34.06217358
2384,39.73,34,34.04973886
2385,39.75,34,34.03979109
2386,39.77,34,34.03183287
2387,39.78,33.75,33.9754663
2388,39.8,34.25,34.03037304
2389,39.82,33.75,33.97429843
2390,39.83,33.75,33.92943874
2391,39.85,34,33.943551
2392,39.87,34,33.9548408
2393,39.88,34.25,34.01387264
2394,39.9,34,34.01109811
2395,39.92,34.25,34.05887849
2396,39.93,33.75,33.99710279
2397,39.95,34,33.99768223
2398,39.97,34,33.99814579
2399,39.98,34,33.99851663
2400,40,34,33.9988133
2401,40.02,34,33.99905064
2402,40.03,34.25,34.04924051
2403,40.05,33.5,33.93939241
2404,40.07,34,33.95151393
2405,40.08,34.25,34.01121114
2406,40.1,33.5,33.90896891
2407,40.12,34.25,33.97717513
2408,40.13,33.75,33.93174011
2409,40.15,34.25,33.99539208
2410,40.17,34,33.99631367
2411,40.18,34.25,34.04705093
2412,40.2,34.25,34.08764075
2413,40.22,33.25,33.9201126
2414,40.23,34.25,33.98609008
2415,40.25,34.25,34.03887206
2416,40.27,34,34.03109765
2417,40.28,33.75,33.97487812
2418,40.3,34,33.9799025
2419,40.32,33.75,33.933922
2420,40.33,34,33.9471376
2421,40.35,33.5,33.85771008
2422,40.37,34,33.88616806
2423,40.38,34,33.90893445
2424,40.4,34.25,33.97714756
2425,40.42,34,33.98171805
2426,40.43,33.75,33.93537444
2427,40.45,34.25,33.99829955
2428,40.47,33.75,33.94863964
2429,40.48,34.25,34.00891171
2430,40.5,33.5,33.90712937
2431,40.52,33.75,33.8757035
2432,40.53,33.25,33.7505628
2433,40.55,33,33.60045024
2434,40.57,33.75,33.63036019
2435,40.58,33.75,33.65428815
2436,40.6,33.25,33.57343052
2437,40.62,33.25,33.50874442
2438,40.63,33.5,33.50699553
2439,40.65,33.75,33.55559643
2440,40.67,33.5,33.54447714
2441,40.68,33.5,33.53558171
2442,40.7,33.5,33.52846537
2443,40.72,33.75,33.5727723
2444,40.73,32.75,33.40821784
2445,40.75,33.5,33.42657427
2446,40.77,33,33.34125942
2447,40.78,32.75,33.22300753
2448,40.8,33.5,33.27840603
2449,40.82,33.75,33.37272482
2450,40.83,33.25,33.34817986
2451,40.85,33.25,33.32854389
2452,40.87,33.25,33.31283511
2453,40.88,33.5,33.35026809
2454,40.9,33.25,33.33021447
2455,40.92,33.25,33.31417158
2456,40.93,33.25,33.30133726
2457,40.95,33.5,33.34106981
2458,40.97,32.5,33.17285585
2459,40.98,33.5,33.23828468
2460,41,33.25,33.24062774
2461,41.02,33.5,33.29250219
2462,41.03,33.25,33.28400175
2463,41.05,32.75,33.1772014
2464,41.07,32.75,33.09176112
2465,41.08,33.25,33.1234089
2466,41.1,33.25,33.14872712
2467,41.12,32.75,33.0689817
2468,41.13,33,33.05518536
2469,41.15,33.25,33.09414828
2470,41.17,33.25,33.12531863
2471,41.18,33,33.1002549
2472,41.2,33.25,33.13020392
2473,41.22,33,33.10416314
2474,41.23,32.75,33.03333051
2475,41.25,32.5,32.92666441
2476,41.27,33.25,32.99133153
2477,41.28,32.75,32.94306522
2478,41.3,33.25,33.00445218
2479,41.32,32.75,32.95356174
2480,41.33,33,32.96284939
2481,41.35,32.75,32.92027951
2482,41.37,32.5,32.83622361
2483,41.38,32.5,32.76897889
2484,41.4,32.75,32.76518311
2485,41.42,32.75,32.76214649
2486,41.43,32.75,32.75971719
2487,41.45,33,32.80777375
2488,41.47,32.75,32.796219
2489,41.48,32.5,32.7369752
2490,41.5,33.25,32.83958016
2491,41.52,32.5,32.77166413
2492,41.53,33,32.8173313
2493,41.55,33,32.85386504
2494,41.57,32.25,32.73309203
2495,41.58,32.75,32.73647363
2496,41.6,32.5,32.6891789
2497,41.62,32.75,32.70134312
2498,41.63,32.75,32.7110745
2499,41.65,32.5,32.6688596
2500,41.67,32.75,32.68508768
2501,41.68,32.75,32.69807014
2502,41.7,32.75,32.70845611
2503,41.72,32.75,32.71676489
2504,41.73,32.75,32.72341191
2505,41.75,32.75,32.72872953
2506,41.77,33.25,32.83298362
2507,41.78,33.25,32.9163869
2508,41.8,32.75,32.88310952
2509,41.82,32.75,32.85648762
2510,41.83,32.75,32.83519009
2511,41.85,33,32.86815207
2512,41.87,32.75,32.84452166
2513,41.88,32.75,32.82561733
2514,41.9,33,32.86049386
2515,41.92,32.75,32.83839509
2516,41.93,33,32.87071607
2517,41.95,32.75,32.84657286
2518,41.97,32.5,32.77725829
2519,41.98,33,32.82180663
2520,42,32.75,32.8074453
2521,42.02,32.5,32.74595624
2522,42.03,32.5,32.69676499
2523,42.05,32.75,32.707412
2524,42.07,32.75,32.7159296
2525,42.08,32.75,32.72274368
2526,42.1,32.5,32.67819494
2527,42.12,32.5,32.64255595
2528,42.13,33,32.71404476
2529,42.15,32.75,32.72123581
2530,42.17,32.75,32.72698865
2531,42.18,32.75,32.73159092
2532,42.2,33,32.78527273
2533,42.22,32.5,32.72821819
2534,42.23,32.75,32.73257455
2535,42.25,32.5,32.68605964
2536,42.27,32.25,32.59884771
2537,42.28,32.75,32.62907817
2538,42.3,32.5,32.60326254
2539,42.32,32.5,32.58261003
2540,42.33,33,32.66608802
2541,42.35,32.25,32.58287042
2542,42.37,32.5,32.56629633
2543,42.38,32.25,32.50303707
2544,42.4,32.5,32.50242965
2545,42.42,32.5,32.50194372
2546,42.43,32.5,32.50155498
2547,42.45,32.25,32.45124398
2548,42.47,32.25,32.41099519
2549,42.48,32.25,32.37879615
2550,42.5,32.5,32.40303692
2551,42.52,32.5,32.42242954
2552,42.53,32.25,32.38794363
2553,42.55,32.25,32.3603549
2554,42.57,32.75,32.43828392
2555,42.58,32.75,32.50062714
2556,42.6,32.5,32.50050171
2557,42.62,32.5,32.50040137
2558,42.63,32.75,32.55032109
2559,42.65,32.5,32.54025688
2560,42.67,32,32.4322055
2561,42.68,32.25,32.3957644
2562,42.7,32.25,32.36661152
2563,42.72,31.75,32.24328922
2564,42.73,32.25,32.24463137
2565,42.75,32.5,32.2957051
2566,42.77,32,32.23656408
2567,42.78,32,32.18925126
2568,42.8,32.5,32.25140101
2569,42.82,32,32.20112081
2570,42.83,32,32.16089665
2571,42.85,32.25,32.17871732
2572,42.87,32.5,32.24297385
2573,42.88,32.25,32.24437908
2574,42.9,32.5,32.29550327
2575,42.92,32.5,32.33640261
2576,42.93,32.25,32.31912209
2577,42.95,32.5,32.35529767
2578,42.97,32.5,32.38423814
2579,42.98,32.25,32.35739051
2580,43,32.5,32.38591241
2581,43.02,32.5,32.40872993
2582,43.03,32,32.32698394
2583,43.05,32,32.26158715
2584,43.07,32.25,32.25926972
2585,43.08,32.25,32.25741578
2586,43.1,32.5,32.30593262
2587,43.12,32.5,32.3447461
2588,43.13,32.25,32.32579688
2589,43.15,32.25,32.3106375
2590,43.17,32.25,32.29851
2591,43.18,32,32.238808
2592,43.2,32.25,32.2410464
2593,43.22,32,32.19283712
2594,43.23,32.5,32.2542697
2595,43.25,32.5,32.30341576
2596,43.27,32.25,32.29273261
2597,43.28,31.25,32.08418608
2598,43.3,32.5,32.16734887
2599,43.32,31.75,32.08387909
2600,43.33,31.5,31.96710328
2601,43.35,32.5,32.07368262
2602,43.37,32,32.0589461
2603,43.38,32.25,32.09715688
2604,43.4,31.75,32.0277255
2605,43.42,32,32.0221804
2606,43.43,32.25,32.06774432
2607,43.45,31.75,32.00419546
2608,43.47,32.25,32.05335637
2609,43.48,32.75,32.19268509
2610,43.5,32.25,32.20414807
2611,43.52,32.25,32.21331846
2612,43.53,32.25,32.22065477
2613,43.55,31.75,32.12652381
2614,43.57,32,32.10121905
2615,43.58,32,32.08097524
2616,43.6,32,32.06478019
2617,43.62,32,32.05182415
2618,43.63,32.5,32.14145932
2619,43.65,31.75,32.06316746
2620,43.67,32.25,32.10053397
2621,43.68,32,32.08042717
2622,43.7,31.5,31.96434174
2623,43.72,32.25,32.02147339
2624,43.73,32.25,32.06717871
2625,43.75,31.5,31.95374297
2626,43.77,31.5,31.86299438
2627,43.78,32.25,31.9403955
2628,43.8,32,31.9523164
2629,43.82,32,31.96185312
2630,43.83,32.25,32.0194825
2631,43.85,31.75,31.965586
2632,43.87,32,31.9724688
2633,43.88,32,31.97797504
2634,43.9,31.75,31.93238003
2635,43.92,32.25,31.99590402
2636,43.93,31.75,31.94672322
2637,43.95,32,31.95737858
2638,43.97,31.75,31.91590286
2639,43.98,32,31.93272229
2640,44,32,31.94617783
2641,44.02,31.5,31.85694226
2642,44.03,31.75,31.83555381
2643,44.05,31.75,31.81844305
2644,44.07,31.75,31.80475444
2645,44.08,31.75,31.79380355
2646,44.1,31.75,31.78504284
2647,44.12,31.75,31.77803427
2648,44.13,31.75,31.77242742
2649,44.15,32,31.81794193
2650,44.17,31.75,31.80435355
2651,44.18,32,31.84348284
2652,44.2,32,31.87478627
2653,44.22,31.75,31.84982902
2654,44.23,31.75,31.82986321
2655,44.25,32,31.86389057
2656,44.27,31.75,31.84111246
2657,44.28,32,31.87288997
2658,44.3,32,31.89831197
2659,44.32,32,31.91864958
2660,44.33,32,31.93491966
2661,44.35,32,31.94793573
2662,44.37,31.75,31.90834858
2663,44.38,31.75,31.87667887
2664,44.4,32.25,31.95134309
2665,44.42,31.75,31.91107447
2666,44.43,31.75,31.87885958
2667,44.45,32,31.90308766
2668,44.47,31.75,31.87247013
2669,44.48,31.75,31.8479761
2670,44.5,31.25,31.72838088
2671,44.52,31.5,31.68270471
2672,44.53,31.75,31.69616377
2673,44.55,32.25,31.80693101
2674,44.57,32.25,31.89554481
2675,44.58,31.75,31.86643585
2676,44.6,31.75,31.84314868
2677,44.62,32,31.87451894
2678,44.63,31.5,31.79961515
2679,44.65,32,31.83969212
2680,44.67,31.5,31.7717537
2681,44.68,32.25,31.86740296
2682,44.7,31.75,31.84392237
2683,44.72,32,31.87513789
2684,44.73,31.75,31.85011031
2685,44.75,31.5,31.78008825
2686,44.77,31.75,31.7740706
2687,44.78,31.5,31.71925648
2688,44.8,31.5,31.67540519
2689,44.82,31.75,31.69032415
2690,44.83,31.75,31.70225932
2691,44.85,32,31.76180745
2692,44.87,31.75,31.75944596
2693,44.88,32,31.80755677
2694,44.9,31.75,31.79604542
2695,44.92,32,31.83683633
2696,44.93,31.75,31.81946907
2697,44.95,31.75,31.80557525
2698,44.97,31.75,31.7944602
2699,44.98,31.25,31.68556816
2700,45,32,31.74845453
2701,45.02,31.75,31.74876362
2702,45.03,31.5,31.6990109
2703,45.05,31.25,31.60920872
2704,45.07,32,31.68736698
2705,45.08,31.5,31.64989358
2706,45.1,31.5,31.61991486
2707,45.12,31.5,31.59593189
2708,45.13,32,31.67674551
2709,45.15,31.25,31.59139641
2710,45.17,31.75,31.62311713
2711,45.18,31.75,31.6484937
2712,45.2,31.75,31.66879496
2713,45.22,31.75,31.68503597
2714,45.23,31.5,31.64802878
2715,45.25,31.5,31.61842302
2716,45.27,31.75,31.64473842
2717,45.28,31.5,31.61579073
2718,45.3,31.5,31.59263259
2719,45.32,31.75,31.62410607
2720,45.33,31.75,31.64928486
2721,45.35,31.5,31.61942788
2722,45.37,31.75,31.64554231
2723,45.38,31.75,31.66643385
2724,45.4,31.25,31.58314708
2725,45.42,31,31.46651766
2726,45.43,31.75,31.52321413
2727,45.45,31.5,31.5185713
2728,45.47,31.5,31.51485704
2729,45.48,31.25,31.46188563
2730,45.5,31.5,31.46950851
2731,45.52,31.75,31.52560681
2732,45.53,31,31.42048544
2733,45.55,31.5,31.43638836
2734,45.57,31.5,31.44911068
2735,45.58,30.75,31.30928855
2736,45.6,31.5,31.34743084
2737,45.62,31.75,31.42794467
2738,45.63,31.75,31.49235574
2739,45.65,31.5,31.49388459
2740,45.67,31.5,31.49510767
2741,45.68,31.5,31.49608614
2742,45.7,31,31.39686891
2743,45.72,31.5,31.41749513
2744,45.73,31.5,31.4339961
2745,45.75,31,31.34719688
2746,45.77,31.5,31.37775751
2747,45.78,31.5,31.402206
2748,45.8,31.25,31.3717648
2749,45.82,31.5,31.39741184
2750,45.83,31.75,31.46792947
2751,45.85,31,31.37434358
2752,45.87,31.75,31.44947486
2753,45.88,31.75,31.50957989
2754,45.9,31.25,31.45766391
2755,45.92,30.75,31.31613113
2756,45.93,31.25,31.3029049
2757,45.95,31,31.24232392
2758,45.97,31.5,31.29385914
2759,45.98,31.25,31.28508731
2760,46,31.25,31.27806985
2761,46.02,31,31.22245588
2762,46.03,31,31.1779647
2763,46.05,31.25,31.19237176
2764,46.07,31,31.15389741
2765,46.08,31.25,31.17311793
2766,46.1,31.25,31.18849434
2767,46.12,31.25,31.20079547
2768,46.13,30.75,31.11063638
2769,46.15,31.25,31.1385091
2770,46.17,30.75,31.06080728
2771,46.18,31.25,31.09864583
2772,46.2,31.25,31.12891666
2773,46.22,31,31.10313333
2774,46.23,31.25,31.13250666
2775,46.25,30.5,31.00600533
2776,46.27,31,31.00480426
2777,46.28,31,31.00384341
2778,46.3,30.75,30.95307473
2779,46.32,31.25,31.01245978
2780,46.33,30.75,30.95996783
2781,46.35,30.75,30.91797426
2782,46.37,31.25,30.98437941
2783,46.38,30.75,30.93750353
2784,46.4,31,30.95000282
2785,46.42,30.75,30.91000226
2786,46.43,31.25,30.97800181
2787,46.45,30.25,30.83240144
2788,46.47,30.5,30.76592116
2789,46.48,31,30.81273692
2790,46.5,30.75,30.80018954
2791,46.52,31,30.84015163
2792,46.53,31,30.87212131
2793,46.55,31,30.89769704
2794,46.57,31,30.91815764
2795,46.58,31,30.93452611
2796,46.6,30.75,30.89762089
2797,46.62,31,30.91809671
2798,46.63,30.75,30.88447737
2799,46.65,30.5,30.80758189
2800,46.67,31,30.84606552
2801,46.68,31.25,30.92685241
2802,46.7,31,30.94148193
2803,46.72,30.75,30.90318554
2804,46.73,31,30.92254844
2805,46.75,30.5,30.83803875
2806,46.77,31,30.870431
2807,46.78,31,30.8963448
2808,46.8,31,30.91707584
2809,46.82,31,30.93366067
2810,46.83,31,30.94692854
2811,46.85,30.75,30.90754283
2812,46.87,30.5,30.82603426
2813,46.88,31,30.86082741
2814,46.9,31,30.88866193
2815,46.92,30.5,30.81092954
2816,46.93,31,30.84874363
2817,46.95,30.75,30.82899491
2818,46.97,30.5,30.76319593
2819,46.98,30.75,30.76055674
2820,47,30.75,30.75844539
2821,47.02,30.75,30.75675631
2822,47.03,31,30.80540505
2823,47.05,30.75,30.79432404
2824,47.07,31,30.83545923
2825,47.08,30.5,30.76836739
2826,47.1,31,30.81469391
2827,47.12,30.5,30.75175513
2828,47.13,30.75,30.7514041
2829,47.15,30.25,30.65112328
2830,47.17,31,30.72089863
2831,47.18,30.75,30.7267189
2832,47.2,31,30.78137512
2833,47.22,30.5,30.7251001
2834,47.23,30.75,30.73008008
2835,47.25,31,30.78406406
2836,47.27,30.5,30.72725125
2837,47.28,30.75,30.731801
2838,47.3,31,30.7854408
2839,47.32,30.75,30.77835264
2840,47.33,30.5,30.72268211
2841,47.35,30.75,30.72814569
2842,47.37,30.5,30.68251655
2843,47.38,30.5,30.64601324
2844,47.4,30.25,30.56681059
2845,47.42,30.75,30.60344847
2846,47.43,30.25,30.53275878
2847,47.45,30.25,30.47620702
2848,47.47,31,30.58096562
2849,47.48,30.5,30.5647725
2850,47.5,29.75,30.401818
2851,47.52,30.25,30.3714544
2852,47.53,30.75,30.44716352
2853,47.55,30.75,30.50773081
2854,47.57,30.75,30.55618465
2855,47.58,30.5,30.54494772
2856,47.6,30.25,30.48595818
2857,47.62,30.75,30.53876654
2858,47.63,31,30.63101323
2859,47.65,30.5,30.60481059
2860,47.67,30.5,30.58384847
2861,47.68,31,30.66707878
2862,47.7,30.75,30.68366302
2863,47.72,30.25,30.59693042
2864,47.73,30.75,30.62754433
2865,47.75,30.25,30.55203547
2866,47.77,31,30.64162837
2867,47.78,30.25,30.5633027
2868,47.8,30.25,30.50064216
2869,47.82,30.25,30.45051373
2870,47.83,30.25,30.41041098
2871,47.85,30.75,30.47832879
2872,47.87,30.5,30.48266303
2873,47.88,30.5,30.48613042
2874,47.9,30.5,30.48890434
2875,47.92,30.25,30.44112347
2876,47.93,30.5,30.45289878
2877,47.95,30.5,30.46231902
2878,47.97,30.75,30.51985522
2879,47.98,30.25,30.46588417
2880,48,30.5,30.47270734
2881,48.02,30.75,30.52816587
2882,48.03,30.25,30.4725327
2883,48.05,30.5,30.47802616
2884,48.07,30.25,30.43242093
2885,48.08,30.25,30.39593674
2886,48.1,29.75,30.26674939
2887,48.12,30,30.21339951
2888,48.13,30,30.17071961
2889,48.15,30.25,30.18657569
2890,48.17,30.25,30.19926055
2891,48.18,30.5,30.25940844
2892,48.2,30.5,30.30752675
2893,48.22,30.5,30.3460214
2894,48.23,30.5,30.37681712
2895,48.25,30,30.3014537
2896,48.27,30.25,30.29116296
2897,48.28,30.5,30.33293037
2898,48.3,30.5,30.36634429
2899,48.32,30.5,30.39307543
2900,48.33,29.75,30.26446035
2901,48.35,29.5,30.11156828
2902,48.37,30,30.08925462
2903,48.38,30.5,30.1714037
2904,48.4,30,30.13712296
2905,48.42,30.5,30.20969837
2906,48.43,30.5,30.26775869
2907,48.45,30.5,30.31420695
2908,48.47,30.75,30.40136556
2909,48.48,30,30.32109245
2910,48.5,30.5,30.35687396
2911,48.52,30.25,30.33549917
2912,48.53,30.5,30.36839933
2913,48.55,30.25,30.34471947
2914,48.57,30.5,30.37577557
2915,48.58,30.25,30.35062046
2916,48.6,30.5,30.38049637
2917,48.62,30.25,30.35439709
2918,48.63,29.25,30.13351768
2919,48.65,29.75,30.05681414
2920,48.67,30.25,30.09545131
2921,48.68,29.75,30.02636105
2922,48.7,30,30.02108884
2923,48.72,29.75,29.96687107
2924,48.73,30,29.97349686
2925,48.75,30.25,30.02879749
2926,48.77,30,30.02303799
2927,48.78,29.75,29.96843039
2928,48.8,29.75,29.92474431
2929,48.82,30,29.93979545
2930,48.83,29.75,29.90183636
2931,48.85,29.75,29.87146909
2932,48.87,29.75,29.84717527
