time(sec),time(min),Temp C,Temp C
1237,20.62,50,50.16593765
1238,20.63,50.5,50.23275012
1239,20.65,50.5,50.2862001
1240,20.67,50.25,50.27896008
1241,20.68,50.25,50.27316806
1242,20.7,50.25,50.26853445
1243,20.72,49.75,50.16482756
1244,20.73,50.25,50.18186205
1245,20.75,50.25,50.19548964
1246,20.77,50.25,50.20639171
1247,20.78,50,50.16511337
1248,20.8,50.5,50.23209069
1249,20.82,50,50.18567256
1250,20.83,50,50.14853804
1251,20.85,50,50.11883044
1252,20.87,50.25,50.14506435
1253,20.88,50.25,50.16605148
1254,20.9,50,50.13284118
1255,20.92,50.25,50.15627295
1256,20.93,49.75,50.07501836
1257,20.95,49.75,50.01001469
1258,20.97,50,50.00801175
1259,20.98,50,50.0064094
1260,21,50,50.00512752
1261,21.02,50,50.00410202
1262,21.03,50,50.00328161
1263,21.05,50,50.00262529
1264,21.07,49.75,49.95210023
1265,21.08,49.5,49.86168019
1266,21.1,50,49.88934415
1267,21.12,50,49.91147532
1268,21.13,50,49.92918025
1269,21.15,50,49.9433442
1270,21.17,49.5,49.85467536
1271,21.18,49,49.68374029
1272,21.2,49.5,49.64699223
1273,21.22,49.75,49.66759379
1274,21.23,48.75,49.48407503
1275,21.25,49.75,49.53726002
1276,21.27,49.5,49.52980802
1277,21.28,49.75,49.57384641
1278,21.3,49.75,49.60907713
1279,21.32,49.75,49.63726171
1280,21.33,49.75,49.65980936
1281,21.35,49.75,49.67784749
1282,21.37,49.75,49.69227799
1283,21.38,49.75,49.70382239
1284,21.4,49.25,49.61305792
1285,21.42,49.75,49.64044633
1286,21.43,49.5,49.61235707
1287,21.45,49.5,49.58988565
1288,21.47,49,49.47190852
1289,21.48,49.25,49.42752682
1290,21.5,49.25,49.39202145
1291,21.52,49.25,49.36361716
1292,21.53,49.5,49.39089373
1293,21.55,49,49.31271498
1294,21.57,48.75,49.20017199
1295,21.58,49.5,49.26013759
1296,21.6,49.5,49.30811007
1297,21.62,49.25,49.29648806
1298,21.63,49,49.23719045
1299,21.65,49.25,49.23975236
1300,21.67,49,49.19180189
1301,21.68,49.5,49.25344151
1302,21.7,48.75,49.15275321
1303,21.72,48.5,49.02220257
1304,21.73,49.25,49.06776205
1305,21.75,48.75,49.00420964
1306,21.77,49,49.00336771
1307,21.78,49,49.00269417
1308,21.8,48.75,48.95215534
1309,21.82,49,48.96172427
1310,21.83,48.75,48.91937942
1311,21.85,48.5,48.83550353
1312,21.87,49,48.86840283
1313,21.88,49,48.89472226
1314,21.9,48.5,48.81577781
1315,21.92,48.75,48.80262225
1316,21.93,48.25,48.6920978
1317,21.95,48.75,48.70367824
1318,21.97,48.25,48.61294259
1319,21.98,48.5,48.59035407
1320,22,48.75,48.62228326
1321,22.02,48.75,48.64782661
1322,22.03,48.75,48.66826129
1323,22.05,48.75,48.68460903
1324,22.07,48.5,48.64768722
1325,22.08,48.75,48.66814978
1326,22.1,48.75,48.68451982
1327,22.12,48.5,48.64761586
1328,22.13,48.5,48.61809269
1329,22.15,48.5,48.59447415
1330,22.17,48.25,48.52557932
1331,22.18,48.5,48.52046346
1332,22.2,48,48.41637076
1333,22.22,47.75,48.28309661
1334,22.23,48.5,48.32647729
1335,22.25,48,48.26118183
1336,22.27,48,48.20894547
1337,22.28,48.25,48.21715637
1338,22.3,48.25,48.2237251
1339,22.32,47.75,48.12898008
1340,22.33,48.5,48.20318406
1341,22.35,48.25,48.21254725
1342,22.37,47.75,48.1200378
1343,22.38,48,48.09603024
1344,22.4,48.25,48.12682419
1345,22.42,48.25,48.15145935
1346,22.43,48.25,48.17116748
1347,22.45,48,48.13693399
1348,22.47,48,48.10954719
1349,22.48,47.5,47.98763775
1350,22.5,48.5,48.0901102
1351,22.52,47.75,48.02208816
1352,22.53,47.5,47.91767053
1353,22.55,48,47.93413642
1354,22.57,48.25,47.99730914
1355,22.58,48,47.99784731
1356,22.6,48,47.99827785
1357,22.62,47.5,47.89862228
1358,22.63,48,47.91889782
1359,22.65,48,47.93511826
1360,22.67,47.75,47.89809461
1361,22.68,47.75,47.86847569
1362,22.7,47.5,47.79478055
1363,22.72,47.75,47.78582444
1364,22.73,48.25,47.87865955
1365,22.75,48,47.90292764
1366,22.77,48,47.92234211
1367,22.78,47.5,47.83787369
1368,22.8,47.75,47.82029895
1369,22.82,48,47.85623916
1370,22.83,48,47.88499133
1371,22.85,47.5,47.80799306
1372,22.87,48,47.84639445
1373,22.88,47.25,47.72711556
1374,22.9,48,47.78169245
1375,22.92,47.75,47.77535396
1376,22.93,47.75,47.77028317
1377,22.95,47.5,47.71622653
1378,22.97,48,47.77298123
1379,22.98,47.75,47.76838498
1380,23,47.75,47.76470799
1381,23.02,47.75,47.76176639
1382,23.03,47.5,47.70941311
1383,23.05,47.75,47.71753049
1384,23.07,47.75,47.72402439
1385,23.08,47.75,47.72921951
1386,23.1,47.5,47.68337561
1387,23.12,47.25,47.59670049
1388,23.13,47.75,47.62736039
1389,23.15,47.5,47.60188831
1390,23.17,47.25,47.53151065
1391,23.18,47.5,47.52520852
1392,23.2,47.5,47.52016682
1393,23.22,47.75,47.56613345
1394,23.23,47.5,47.55290676
1395,23.25,47.25,47.49232541
1396,23.27,47.75,47.54386033
1397,23.28,47.75,47.58508826
1398,23.3,47.5,47.56807061
1399,23.32,47,47.45445649
1400,23.33,47.25,47.41356519
1401,23.35,47.5,47.43085215
1402,23.37,47.25,47.39468172
1403,23.38,47.25,47.36574538
1404,23.4,47.25,47.3425963
1405,23.42,46.75,47.22407704
1406,23.43,47.25,47.22926163
1407,23.45,47.5,47.28340931
1408,23.47,46.75,47.17672745
1409,23.48,47.25,47.19138196
1410,23.5,47,47.15310556
1411,23.52,47.25,47.17248445
1412,23.53,47.25,47.18798756
1413,23.55,47,47.15039005
1414,23.57,47,47.12031204
1415,23.58,47,47.09624963
1416,23.6,47.25,47.12699971
1417,23.62,47,47.10159976
1418,23.63,46.75,47.03127981
1419,23.65,46.25,46.87502385
1420,23.67,47,46.90001908
1421,23.68,46.75,46.87001526
1422,23.7,46.75,46.84601221
1423,23.72,46.75,46.82680977
1424,23.73,46.75,46.81144781
1425,23.75,46.25,46.69915825
1426,23.77,46.75,46.7093266
1427,23.78,46.75,46.71746128
1428,23.8,46.75,46.72396902
1429,23.82,46.5,46.67917522
1430,23.83,46.75,46.69334018
1431,23.85,46.25,46.60467214
1432,23.87,46.25,46.53373771
1433,23.88,46.5,46.52699017
1434,23.9,46.5,46.52159214
1435,23.92,46.5,46.51727371
1436,23.93,46.25,46.46381897
1437,23.95,46.25,46.42105517
1438,23.97,46.25,46.38684414
1439,23.98,46.25,46.35947531
1440,24,46,46.28758025
1441,24.02,46,46.2300642
1442,24.03,46.5,46.28405136
1443,24.05,46.25,46.27724109
1444,24.07,45.5,46.12179287
1445,24.08,46,46.0974343
1446,24.1,46,46.07794744
1447,24.12,45.5,45.96235795
1448,24.13,46,45.96988636
1449,24.15,46,45.97590909
1450,24.17,46,45.98072727
1451,24.18,46,45.98458182
1452,24.2,46,45.98766545
1453,24.22,46,45.99013236
1454,24.23,45.75,45.94210589
1455,24.25,46,45.95368471
1456,24.27,45.75,45.91294777
1457,24.28,45.75,45.88035822
1458,24.3,45.25,45.75428657
1459,24.32,45,45.60342926
1460,24.33,46,45.68274341
1461,24.35,46,45.74619473
1462,24.37,46,45.79695578
1463,24.38,45.75,45.78756462
1464,24.4,46,45.8300517
1465,24.42,45.5,45.76404136
1466,24.43,45.25,45.66123309
1467,24.45,45.5,45.62898647
1468,24.47,45.25,45.55318918
1469,24.48,45.75,45.59255134
1470,24.5,45.5,45.57404107
1471,24.52,45.25,45.50923286
1472,24.53,45.75,45.55738629
1473,24.55,45.5,45.54590903
1474,24.57,45.75,45.58672722
1475,24.58,45.5,45.56938178
1476,24.6,45.25,45.50550542
1477,24.62,45.25,45.45440434
1478,24.63,45.5,45.46352347
1479,24.65,45.25,45.42081878
1480,24.67,45.25,45.38665502
1481,24.68,45,45.30932402
1482,24.7,45.25,45.29745921
1483,24.72,45.5,45.33796737
1484,24.73,45,45.2703739
1485,24.75,45.5,45.31629912
1486,24.77,45.25,45.30303929
1487,24.78,45.25,45.29243144
1488,24.8,45.5,45.33394515
1489,24.82,45.25,45.31715612
1490,24.83,45,45.25372489
1491,24.85,45,45.20297992
1492,24.87,45.25,45.21238393
1493,24.88,44.75,45.11990715
1494,24.9,45,45.09592572
1495,24.92,45,45.07674057
1496,24.93,45,45.06139246
1497,24.95,45,45.04911397
1498,24.97,44.75,44.98929117
1499,24.98,44.25,44.84143294
1500,25,44.75,44.82314635
1501,25.02,44.5,44.75851708
1502,25.03,44.5,44.70681366
1503,25.05,44.75,44.71545093
1504,25.07,44.75,44.72236075
1505,25.08,44.5,44.6778886
1506,25.1,44.5,44.64231088
1507,25.12,44.5,44.6138487
1508,25.13,44.75,44.64107896
1509,25.15,44.25,44.56286317
1510,25.17,44.75,44.60029054
1511,25.18,43.75,44.43023243
1512,25.2,44.5,44.44418594
1513,25.22,44.5,44.45534875
1514,25.23,44.5,44.464279
1515,25.25,44.75,44.5214232
1516,25.27,44.5,44.51713856
1517,25.28,44.75,44.56371085
1518,25.3,44.5,44.55096868
1519,25.32,44.25,44.49077494
1520,25.33,44.25,44.44261996
1521,25.35,44.25,44.40409596
1522,25.37,44.5,44.42327677
1523,25.38,44.5,44.43862142
1524,25.4,44,44.35089713
1525,25.42,44.5,44.38071771
1526,25.43,43.75,44.25457417
1527,25.45,44.5,44.30365933
1528,25.47,44.5,44.34292747
1529,25.48,44,44.27434197
1530,25.5,44.5,44.31947358
1531,25.52,44.75,44.40557886
1532,25.53,44.25,44.37446309
1533,25.55,43.75,44.24957047
1534,25.57,44.5,44.29965638
1535,25.58,44,44.2397251
1536,25.6,44,44.19178008
1537,25.62,44,44.15342407
1538,25.63,44,44.12273925
1539,25.65,44.5,44.1981914
1540,25.67,44.25,44.20855312
1541,25.68,44.25,44.2168425
1542,25.7,44.25,44.223474
1543,25.72,44.5,44.2787792
1544,25.73,44,44.22302336
1545,25.75,44.25,44.22841869
1546,25.77,43.75,44.13273495
1547,25.78,44.5,44.20618796
1548,25.8,43.75,44.11495037
1549,25.82,44,44.09196029
1550,25.83,44,44.07356824
1551,25.85,44.25,44.10885459
1552,25.87,43.75,44.03708367
1553,25.88,44.25,44.07966694
1554,25.9,44.25,44.11373355
1555,25.92,43.75,44.04098684
1556,25.93,44,44.03278947
1557,25.95,43.25,43.87623158
1558,25.97,43.75,43.85098526
1559,25.98,43.25,43.73078821
1560,26,43.75,43.73463057
1561,26.02,43.25,43.63770445
1562,26.03,44,43.71016356
1563,26.05,43.75,43.71813085
1564,26.07,44,43.77450468
1565,26.08,44,43.81960374
1566,26.1,43.5,43.755683
1567,26.12,43.75,43.7545464
1568,26.13,43.75,43.75363712
1569,26.15,43.5,43.70290969
1570,26.17,44,43.76232775
1571,26.18,43.75,43.7598622
1572,26.2,43.75,43.75788976
1573,26.22,43.5,43.70631181
1574,26.23,43.25,43.61504945
1575,26.25,43.5,43.59203956
1576,26.27,43.25,43.52363165
1577,26.28,43.25,43.46890532
1578,26.3,42.75,43.32512425
1579,26.32,44,43.4600994
1580,26.33,43,43.36807952
1581,26.35,44,43.49446362
1582,26.37,43.25,43.44557089
1583,26.38,43.25,43.40645672
1584,26.4,43.25,43.37516537
1585,26.42,43.75,43.4501323
1586,26.43,43.5,43.46010584
1587,26.45,43,43.36808467
1588,26.47,43.5,43.39446774
1589,26.48,42.75,43.26557419
1590,26.5,43.5,43.31245935
1591,26.52,43.5,43.34996748
1592,26.53,43,43.27997398
1593,26.55,43.25,43.27397919
1594,26.57,43,43.21918335
1595,26.58,43.5,43.27534668
1596,26.6,43.25,43.27027734
1597,26.62,43.25,43.26622188
1598,26.63,42.75,43.1629775
1599,26.65,43,43.130382
1600,26.67,42.5,43.0043056
1601,26.68,43,43.00344448
1602,26.7,42.75,42.95275558
1603,26.72,43,42.96220447
1604,26.73,42.5,42.86976357
1605,26.75,43,42.89581086
1606,26.77,42.75,42.86664869
1607,26.78,43.25,42.94331895
1608,26.8,43,42.95465516
1609,26.82,43.25,43.01372413
1610,26.83,43,43.0109793
1611,26.85,42.75,42.95878344
1612,26.87,43,42.96702675
1613,26.88,42.75,42.9236214
1614,26.9,43,42.93889712
1615,26.92,43,42.9511177
1616,26.93,42.75,42.91089416
1617,26.95,42.75,42.87871533
1618,26.97,42.75,42.85297226
1619,26.98,42.25,42.73237781
1620,27,42.5,42.68590225
1621,27.02,42.5,42.6487218
1622,27.03,42.5,42.61897744
1623,27.05,42,42.49518195
1624,27.07,43,42.59614556
1625,27.08,43,42.67691645
1626,27.1,42.5,42.64153316
1627,27.12,43,42.71322653
1628,27.13,42.75,42.72058122
1629,27.15,42.75,42.72646498
1630,27.17,43,42.78117198
1631,27.18,42.25,42.67493759
1632,27.2,42.5,42.63995007
1633,27.22,42.75,42.66196005
1634,27.23,42.75,42.67956804
1635,27.25,43,42.74365443
1636,27.27,42.5,42.69492355
1637,27.28,42.5,42.65593884
1638,27.3,42.75,42.67475107
1639,27.32,42.25,42.58980086
1640,27.33,42,42.47184069
1641,27.35,42.25,42.42747255
1642,27.37,42.25,42.39197804
1643,27.38,42.5,42.41358243
1644,27.4,42.5,42.43086594
1645,27.42,42.75,42.49469276
1646,27.43,41.75,42.3457542
1647,27.45,42.25,42.32660336
1648,27.47,42.25,42.31128269
1649,27.48,42.25,42.29902615
1650,27.5,42.5,42.33922092
1651,27.52,42.5,42.37137674
1652,27.53,42.5,42.39710139
1653,27.55,42.5,42.41768111
1654,27.57,42.75,42.48414489
1655,27.58,42,42.38731591
1656,27.6,42,42.30985273
1657,27.62,42.5,42.34788218
1658,27.63,42.25,42.32830575
1659,27.65,42.5,42.3626446
1660,27.67,42.25,42.34011568
1661,27.68,42.5,42.37209254
1662,27.7,42,42.29767403
1663,27.72,42.5,42.33813923
1664,27.73,42.5,42.37051138
1665,27.75,42.25,42.34640911
1666,27.77,42.75,42.42712728
1667,27.78,42.5,42.44170183
1668,27.8,42.25,42.40336146
1669,27.82,41.5,42.22268917
1670,27.83,41.75,42.12815134
1671,27.85,42,42.10252107
1672,27.87,42.25,42.13201685
1673,27.88,41.75,42.05561348
1674,27.9,42,42.04449079
1675,27.92,42,42.03559263
1676,27.93,42.25,42.0784741
1677,27.95,42,42.06277928
1678,27.97,41.75,42.00022343
1679,27.98,41.25,41.85017874
1680,28,41.25,41.73014299
1681,28.02,41.75,41.73411439
1682,28.03,42,41.78729152
1683,28.05,41.5,41.72983321
1684,28.07,41.75,41.73386657
1685,28.08,41.75,41.73709326
1686,28.1,41.5,41.6896746
1687,28.12,42,41.75173968
1688,28.13,42,41.80139175
1689,28.15,41.5,41.7411134
1690,28.17,41.75,41.74289072
1691,28.18,41.75,41.74431257
1692,28.2,41.75,41.74545006
1693,28.22,41.75,41.74636005
1694,28.23,42,41.79708804
1695,28.25,42,41.83767043
1696,28.27,41.75,41.82013634
1697,28.28,42,41.85610908
1698,28.3,41.25,41.73488726
1699,28.32,42,41.78790981
1700,28.33,41.75,41.78032785
1701,28.35,41.75,41.77426228
1702,28.37,41.5,41.71940982
1703,28.38,41.5,41.67552786
1704,28.4,41.75,41.69042229
1705,28.42,41.75,41.70233783
1706,28.43,41.75,41.71187026
1707,28.45,41.5,41.66949621
1708,28.47,41.5,41.63559697
1709,28.48,41.5,41.60847757
1710,28.5,41.75,41.63678206
1711,28.52,41.75,41.65942565
1712,28.53,41.5,41.62754052
1713,28.55,41.5,41.60203241
1714,28.57,41.25,41.53162593
1715,28.58,41.5,41.52530075
1716,28.6,41.25,41.4702406
1717,28.62,41.75,41.52619248
1718,28.63,41.75,41.57095398
1719,28.65,41,41.45676319
1720,28.67,40.75,41.31541055
1721,28.68,41.25,41.30232844
1722,28.7,41.5,41.34186275
1723,28.72,41.25,41.3234902
1724,28.73,41.25,41.30879216
1725,28.75,41,41.24703373
1726,28.77,41.25,41.24762698
1727,28.78,41,41.19810159
1728,28.8,41.5,41.25848127
1729,28.82,41,41.20678502
1730,28.83,41.25,41.21542801
1731,28.85,41.25,41.22234241
1732,28.87,40.75,41.12787393
1733,28.88,41.25,41.15229914
1734,28.9,41.25,41.17183931
1735,28.92,41.25,41.18747145
1736,28.93,41.25,41.19997716
1737,28.95,41,41.15998173
1738,28.97,41,41.12798538
1739,28.98,41,41.10238831
1740,29,40.75,41.03191065
1741,29.02,40.75,40.97552852
1742,29.03,40.75,40.93042281
1743,29.05,41,40.94433825
1744,29.07,41,40.9554706
1745,29.08,41,40.96437648
1746,29.1,41,40.97150118
1747,29.12,40.5,40.87720095
1748,29.13,40.75,40.85176076
1749,29.15,40.75,40.83140861
1750,29.17,41.25,40.91512689
1751,29.18,40.5,40.83210151
1752,29.2,40.5,40.76568121
1753,29.22,40.25,40.66254497
1754,29.23,40.5,40.63003597
1755,29.25,40.25,40.55402878
1756,29.27,40.75,40.59322302
1757,29.28,40.5,40.57457842
1758,29.3,41,40.65966273
1759,29.32,40.75,40.67773019
1760,29.33,40.5,40.64218415
1761,29.35,41,40.71374732
1762,29.37,40.5,40.67099786
1763,29.38,40.5,40.63679828
1764,29.4,40.75,40.65943863
1765,29.42,40.5,40.6275509
1766,29.43,41,40.70204072
1767,29.45,40.5,40.66163258
1768,29.47,41,40.72930606
1769,29.48,40.25,40.63344485
1770,29.5,40.25,40.55675588
1771,29.52,40.75,40.5954047
1772,29.53,40.5,40.57632376
1773,29.55,40.5,40.56105901
1774,29.57,40.25,40.49884721
1775,29.58,40.75,40.54907777
1776,29.6,40.25,40.48926221
1777,29.62,40.25,40.44140977
1778,29.63,40,40.35312782
1779,29.65,41,40.48250225
1780,29.67,40.75,40.5360018
1781,29.68,40.25,40.47880144
1782,29.7,40,40.38304115
1783,29.72,40.5,40.40643292
1784,29.73,40.75,40.47514634
1785,29.75,40.5,40.48011707
1786,29.77,40,40.38409366
1787,29.78,40,40.30727493
1788,29.8,39.75,40.19581994
1789,29.82,40.5,40.25665595
1790,29.83,40.25,40.25532476
1791,29.85,40,40.20425981
1792,29.87,40.5,40.26340785
1793,29.88,40.25,40.26072628
1794,29.9,40,40.20858102
1795,29.92,40.5,40.26686482
1796,29.93,40.25,40.26349185
1797,29.95,40.5,40.31079348
1798,29.97,40.25,40.29863479
1799,29.98,39.75,40.18890783
1800,30,40.25,40.20112626
1801,30.02,39.75,40.11090101
1802,30.03,40.25,40.13872081
1803,30.05,39.75,40.06097665
1804,30.07,40.25,40.09878132
1805,30.08,40.25,40.12902505
1806,30.1,40.25,40.15322004
1807,30.12,40.25,40.17257603
1808,30.13,39.75,40.08806083
1809,30.15,40.25,40.12044866
1810,30.17,39.75,40.04635893
1811,30.18,40,40.03708714
1812,30.2,39.5,39.92966972
1813,30.22,40,39.94373577
1814,30.23,40.25,40.00498862
1815,30.25,40,40.00399089
1816,30.27,40.25,40.05319272
1817,30.28,39.5,39.94255417
1818,30.3,39.5,39.85404334
1819,30.32,39.5,39.78323467
1820,30.33,40.25,39.87658774
1821,30.35,40.25,39.95127019
1822,30.37,39.75,39.91101615
1823,30.38,39.5,39.82881292
1824,30.4,39.75,39.81305034
1825,30.42,40,39.85044027
1826,30.43,40,39.88035222
1827,30.45,39.75,39.85428177
1828,30.47,39.5,39.78342542
1829,30.48,39.75,39.77674033
1830,30.5,39.75,39.77139227
1831,30.52,39.75,39.76711381
1832,30.53,39.5,39.71369105
1833,30.55,39,39.57095284
1834,30.57,39.25,39.50676227
1835,30.58,39.75,39.55540982
1836,30.6,39.75,39.59432785
1837,30.62,39.5,39.57546228
1838,30.63,39.75,39.61036983
1839,30.65,39.25,39.53829586
1840,30.67,39.25,39.48063669
1841,30.68,39.75,39.53450935
1842,30.7,40,39.62760748
1843,30.72,39.75,39.65208598
1844,30.73,39.5,39.62166879
1845,30.75,39.75,39.64733503
1846,30.77,39.5,39.61786802
1847,30.78,39.5,39.59429442
1848,30.8,39.5,39.57543554
1849,30.82,39.25,39.51034843
1850,30.83,39.5,39.50827874
1851,30.85,39.5,39.50662299
1852,30.87,39.25,39.4552984
1853,30.88,39,39.36423872
1854,30.9,39.5,39.39139097
1855,30.92,39.75,39.46311278
1856,30.93,39,39.37049022
1857,30.95,39.75,39.44639218
1858,30.97,39,39.35711374
1859,30.98,39.75,39.43569099
1860,31,39.5,39.4485528
1861,31.02,39.25,39.40884224
1862,31.03,39.5,39.42707379
1863,31.05,39.25,39.39165903
1864,31.07,39.5,39.41332722
1865,31.08,39.25,39.38066178
1866,31.1,39.25,39.35452942
1867,31.12,39,39.28362354
1868,31.13,39,39.22689883
1869,31.15,39.25,39.23151907
1870,31.17,39.5,39.28521525
1871,31.18,39.25,39.2781722
1872,31.2,39.25,39.27253776
1873,31.22,39.25,39.26803021
1874,31.23,39.25,39.26442417
1875,31.25,39,39.21153933
1876,31.27,39.25,39.21923147
1877,31.28,39.25,39.22538517
1878,31.3,38.75,39.13030814
1879,31.32,39.25,39.15424651
1880,31.33,39.25,39.17339721
1881,31.35,39.25,39.18871777
1882,31.37,39.25,39.20097421
1883,31.38,39.25,39.21077937
1884,31.4,38.5,39.0686235
1885,31.42,39,39.0548988
1886,31.43,38.75,38.99391904
1887,31.45,39,38.99513523
1888,31.47,39.25,39.04610818
1889,31.48,38.5,38.93688655
1890,31.5,39.25,38.99950924
1891,31.52,39,38.99960739
1892,31.53,39,38.99968591
1893,31.55,39,38.99974873
1894,31.57,38.75,38.94979898
1895,31.58,39.25,39.00983919
1896,31.6,39.25,39.05787135
1897,31.62,39,39.04629708
1898,31.63,38.25,38.88703766
1899,31.65,38.5,38.80963013
1900,31.67,38.5,38.7477041
1901,31.68,39,38.79816328
1902,31.7,39,38.83853063
1903,31.72,38.25,38.7208245
1904,31.73,39,38.7766596
1905,31.75,38.75,38.77132768
1906,31.77,38.75,38.76706214
1907,31.78,38.75,38.76364972
1908,31.8,38.75,38.76091977
1909,31.82,38.25,38.65873582
1910,31.83,38.75,38.67698865
1911,31.85,38.5,38.64159092
1912,31.87,38.5,38.61327274
1913,31.88,38.5,38.59061819
1914,31.9,38.75,38.62249455
1915,31.92,38.5,38.59799564
1916,31.93,38.75,38.62839651
1917,31.95,38.25,38.55271721
1918,31.97,38.75,38.59217377
1919,31.98,38.75,38.62373902
1920,32,38.75,38.64899121
1921,32.02,38.75,38.66919297
1922,32.03,38.75,38.68535438
1923,32.05,38.75,38.6982835
1924,32.07,38.25,38.6086268
1925,32.08,38.5,38.58690144
1926,32.1,38.75,38.61952115
1927,32.12,38.75,38.64561692
1928,32.13,38.5,38.61649354
1929,32.15,38.75,38.64319483
1930,32.17,38.25,38.56455586
1931,32.18,38.25,38.50164469
1932,32.2,38.5,38.50131575
1933,32.22,38,38.4010526
1934,32.23,38.25,38.37084208
1935,32.25,38.5,38.39667367
1936,32.27,38,38.31733893
1937,32.28,38.25,38.30387115
1938,32.3,38.5,38.34309692
1939,32.32,38.25,38.32447753
1940,32.33,38.5,38.35958203
1941,32.35,38.5,38.38766562
1942,32.37,38.5,38.4101325
1943,32.38,38.5,38.428106
1944,32.4,38.25,38.3924848
1945,32.42,38.25,38.36398784
1946,32.43,38.5,38.39119027
1947,32.45,38.5,38.41295222
1948,32.47,38,38.33036177
1949,32.48,38.25,38.31428942
1950,32.5,38.25,38.30143153
1951,32.52,38.25,38.29114523
1952,32.53,38.25,38.28291618
1953,32.55,37.75,38.17633295
1954,32.57,38.5,38.24106636
1955,32.58,38.25,38.24285309
1956,32.6,38.25,38.24428247
1957,32.62,38,38.19542597
1958,32.63,38,38.15634078
1959,32.65,38.25,38.17507262
1960,32.67,38,38.1400581
1961,32.68,38,38.11204648
1962,32.7,37.75,38.03963718
1963,32.72,38.25,38.08170975
1964,32.73,38,38.0653678
1965,32.75,38,38.05229424
1966,32.77,38,38.04183539
1967,32.78,38.25,38.08346831
1968,32.8,38,38.06677465
1969,32.82,38,38.05341972
1970,32.83,38.25,38.09273578
1971,32.85,38,38.07418862
1972,32.87,38.25,38.1093509
1973,32.88,37.75,38.03748072
1974,32.9,37.5,37.92998457
1975,32.92,37.5,37.84398766
1976,32.93,38.25,37.92519013
1977,32.95,38,37.9401521
1978,32.97,37.5,37.85212168
1979,32.98,37.75,37.83169735
1980,33,38,37.86535788
1981,33.02,38,37.8922863
1982,33.03,38,37.91382904
1983,33.05,38,37.93106323
1984,33.07,38.25,37.99485059
1985,33.08,38,37.99588047
1986,33.1,37.75,37.94670438
1987,33.12,38,37.9573635
1988,33.13,38,37.9658908
1989,33.15,37.75,37.92271264
1990,33.17,37.75,37.88817011
1991,33.18,37.5,37.81053609
1992,33.2,37.75,37.79842887
1993,33.22,37.5,37.7387431
1994,33.23,38,37.79099448
1995,33.25,37.75,37.78279558
1996,33.27,37.75,37.77623647
1997,33.28,37.75,37.77098917
1998,33.3,37.75,37.76679134
1999,33.32,37.5,37.71343307
2000,33.33,37.5,37.67074646
2001,33.35,37.75,37.68659717
2002,33.37,37.75,37.69927773
2003,33.38,37.5,37.65942219
2004,33.4,37.75,37.67753775
2005,33.42,37.75,37.6920302
2006,33.43,37.25,37.60362416
2007,33.45,37.5,37.58289933
2008,33.47,37.25,37.51631946
2009,33.48,37.5,37.51305557
2010,33.5,37.25,37.46044446
2011,33.52,37.5,37.46835556
2012,33.53,37.75,37.52468445
2013,33.55,37.25,37.46974756
2014,33.57,37.5,37.47579805
2015,33.58,37.5,37.48063844
2016,33.6,37.5,37.48451075
2017,33.62,37.5,37.4876086
2018,33.63,37.5,37.49008688
2019,33.65,37.5,37.4920695
2020,33.67,37.75,37.5436556
2021,33.68,37.25,37.48492448
2022,33.7,37.5,37.48793959
2023,33.72,37.5,37.49035167
2024,33.73,37.5,37.49228134
2025,33.75,37.75,37.54382507
2026,33.77,37.25,37.48506005
2027,33.78,37.5,37.48804804
2028,33.8,37.5,37.49043843
2029,33.82,36.75,37.34235075
2030,33.83,37.75,37.4238806
2031,33.85,37.5,37.43910448
2032,33.87,37.5,37.45128358
2033,33.88,37.5,37.46102687
2034,33.9,37.5,37.46882149
2035,33.92,36.75,37.32505719
2036,33.93,37.25,37.31004576
2037,33.95,37.5,37.3480366
2038,33.97,36.75,37.22842928
2039,33.98,37.25,37.23274343
2040,34,37.25,37.23619474
2041,34.02,37.25,37.23895579
2042,34.03,37.25,37.24116463
2043,34.05,36.75,37.14293171
2044,34.07,37.25,37.16434537
2045,34.08,37.25,37.18147629
2046,34.1,37,37.14518103
2047,34.12,37.25,37.16614483
2048,34.13,37.25,37.18291586
2049,34.15,37,37.14633269
2050,34.17,37.25,37.16706615
2051,34.18,37.25,37.18365292
2052,34.2,37,37.14692234
2053,34.22,37.25,37.16753787
2054,34.23,36.75,37.0840303
2055,34.25,37,37.06722424
2056,34.27,36.75,37.00377939
2057,34.28,37.25,37.05302351
2058,34.3,37,37.04241881
2059,34.32,37,37.03393505
2060,34.33,37,37.02714804
2061,34.35,37,37.02171843
2062,34.37,37,37.01737474
2063,34.38,36.5,36.9138998
2064,34.4,37,36.93111984
2065,34.42,37.25,36.99489587
2066,34.43,36.75,36.9459167
2067,34.45,36.75,36.90673336
2068,34.47,37.25,36.97538668
2069,34.48,37,36.98030935
2070,34.5,37,36.98424748
2071,34.52,36.75,36.93739798
2072,34.53,36.75,36.89991839
2073,34.55,37,36.91993471
2074,34.57,36.5,36.83594777
2075,34.58,36.75,36.81875821
2076,34.6,36.75,36.80500657
2077,34.62,36.75,36.79400526
2078,34.63,37,36.83520421
2079,34.65,36.75,36.81816336
2080,34.67,36.75,36.80453069
2081,34.68,36.75,36.79362455
2082,34.7,36.75,36.78489964
2083,34.72,36.75,36.77791971
2084,34.73,37,36.82233577
