time (sec),t (min),Temp C
2571,42.85,32.25
2572,42.87,32.5
2573,42.88,32.25
2574,42.9,32.5
2575,42.92,32.5
2576,42.93,32.25
2577,42.95,32.5
2578,42.97,32.5
2579,42.98,32.25
2580,43,32.5
2581,43.02,32.5
2582,43.03,32
2583,43.05,32
2584,43.07,32.25
2585,43.08,32.25
2586,43.1,32.5
2587,43.12,32.5
2588,43.13,32.25
2589,43.15,32.25
2590,43.17,32.25
2591,43.18,32
2592,43.2,32.25
2593,43.22,32
2594,43.23,32.5
2595,43.25,32.5
2596,43.27,32.25
2597,43.28,31.25
2598,43.3,32.5
2599,43.32,31.75
2600,43.33,31.5
2601,43.35,32.5
2602,43.37,32
2603,43.38,32.25
2604,43.4,31.75
2605,43.42,32
2606,43.43,32.25
2607,43.45,31.75
2608,43.47,32.25
2609,43.48,32.75
2610,43.5,32.25
2611,43.52,32.25
2612,43.53,32.25
2613,43.55,31.75
2614,43.57,32
2615,43.58,32
2616,43.6,32
2617,43.62,32
2618,43.63,32.5
2619,43.65,31.75
2620,43.67,32.25
2621,43.68,32
2622,43.7,31.5
2623,43.72,32.25
2624,43.73,32.25
2625,43.75,31.5
2626,43.77,31.5
2627,43.78,32.25
2628,43.8,32
2629,43.82,32
2630,43.83,32.25
2631,43.85,31.75
2632,43.87,32
2633,43.88,32
2634,43.9,31.75
2635,43.92,32.25
2636,43.93,31.75
2637,43.95,32
2638,43.97,31.75
2639,43.98,32
2640,44,32
2641,44.02,31.5
2642,44.03,31.75
2643,44.05,31.75
2644,44.07,31.75
2645,44.08,31.75
2646,44.1,31.75
2647,44.12,31.75
2648,44.13,31.75
2649,44.15,32
2650,44.17,31.75
2651,44.18,32
2652,44.2,32
2653,44.22,31.75
2654,44.23,31.75
2655,44.25,32
2656,44.27,31.75
2657,44.28,32
2658,44.3,32
2659,44.32,32
2660,44.33,32
2661,44.35,32
2662,44.37,31.75
2663,44.38,31.75
2664,44.4,32.25
2665,44.42,31.75
2666,44.43,31.75
2667,44.45,32
2668,44.47,31.75
2669,44.48,31.75
2670,44.5,31.25
2671,44.52,31.5
2672,44.53,31.75
2673,44.55,32.25
2674,44.57,32.25
2675,44.58,31.75
2676,44.6,31.75
2677,44.62,32
2678,44.63,31.5
2679,44.65,32
2680,44.67,31.5
2681,44.68,32.25
2682,44.7,31.75
2683,44.72,32
2684,44.73,31.75
2685,44.75,31.5
2686,44.77,31.75
2687,44.78,31.5
2688,44.8,31.5
2689,44.82,31.75
2690,44.83,31.75
2691,44.85,32
2692,44.87,31.75
2693,44.88,32
2694,44.9,31.75
2695,44.92,32
2696,44.93,31.75
2697,44.95,31.75
2698,44.97,31.75
2699,44.98,31.25
2700,45,32
2701,45.02,31.75
2702,45.03,31.5
2703,45.05,31.25
2704,45.07,32
2705,45.08,31.5
2706,45.1,31.5
2707,45.12,31.5
2708,45.13,32
2709,45.15,31.25
2710,45.17,31.75
2711,45.18,31.75
2712,45.2,31.75
2713,45.22,31.75
2714,45.23,31.5
2715,45.25,31.5
2716,45.27,31.75
2717,45.28,31.5
2718,45.3,31.5
2719,45.32,31.75
2720,45.33,31.75
2721,45.35,31.5
2722,45.37,31.75
2723,45.38,31.75
2724,45.4,31.25
2725,45.42,31
2726,45.43,31.75
2727,45.45,31.5
2728,45.47,31.5
2729,45.48,31.25
2730,45.5,31.5
2731,45.52,31.75
2732,45.53,31
2733,45.55,31.5
2734,45.57,31.5
2735,45.58,30.75
2736,45.6,31.5
2737,45.62,31.75
2738,45.63,31.75
2739,45.65,31.5
2740,45.67,31.5
2741,45.68,31.5
2742,45.7,31
2743,45.72,31.5
2744,45.73,31.5
2745,45.75,31
2746,45.77,31.5
2747,45.78,31.5
2748,45.8,31.25
2749,45.82,31.5
2750,45.83,31.75
2751,45.85,31
2752,45.87,31.75
2753,45.88,31.75
2754,45.9,31.25
2755,45.92,30.75
2756,45.93,31.25
2757,45.95,31
2758,45.97,31.5
2759,45.98,31.25
2760,46,31.25
2761,46.02,31
2762,46.03,31
2763,46.05,31.25
2764,46.07,31
2765,46.08,31.25
2766,46.1,31.25
2767,46.12,31.25
2768,46.13,30.75
2769,46.15,31.25
2770,46.17,30.75
2771,46.18,31.25
2772,46.2,31.25
2773,46.22,31
2774,46.23,31.25
2775,46.25,30.5
2776,46.27,31
2777,46.28,31
2778,46.3,30.75
2779,46.32,31.25
2780,46.33,30.75
2781,46.35,30.75
2782,46.37,31.25
2783,46.38,30.75
2784,46.4,31
2785,46.42,30.75
2786,46.43,31.25
2787,46.45,30.25
2788,46.47,30.5
2789,46.48,31
2790,46.5,30.75
2791,46.52,31
2792,46.53,31
2793,46.55,31
2794,46.57,31
2795,46.58,31
2796,46.6,30.75
2797,46.62,31
2798,46.63,30.75
2799,46.65,30.5
2800,46.67,31
2801,46.68,31.25
2802,46.7,31
2803,46.72,30.75
2804,46.73,31
2805,46.75,30.5
2806,46.77,31
2807,46.78,31
2808,46.8,31
2809,46.82,31
2810,46.83,31
2811,46.85,30.75
2812,46.87,30.5
2813,46.88,31
2814,46.9,31
2815,46.92,30.5
2816,46.93,31
2817,46.95,30.75
2818,46.97,30.5
2819,46.98,30.75
2820,47,30.75
2821,47.02,30.75
2822,47.03,31
2823,47.05,30.75
2824,47.07,31
2825,47.08,30.5
2826,47.1,31
2827,47.12,30.5
2828,47.13,30.75
2829,47.15,30.25
2830,47.17,31
2831,47.18,30.75
2832,47.2,31
2833,47.22,30.5
2834,47.23,30.75
2835,47.25,31
2836,47.27,30.5
2837,47.28,30.75
2838,47.3,31
2839,47.32,30.75
2840,47.33,30.5
2841,47.35,30.75
2842,47.37,30.5
2843,47.38,30.5
2844,47.4,30.25
2845,47.42,30.75
2846,47.43,30.25
2847,47.45,30.25
2848,47.47,31
2849,47.48,30.5
2850,47.5,29.75
2851,47.52,30.25
2852,47.53,30.75
2853,47.55,30.75
2854,47.57,30.75
2855,47.58,30.5
2856,47.6,30.25
2857,47.62,30.75
2858,47.63,31
2859,47.65,30.5
2860,47.67,30.5
2861,47.68,31
2862,47.7,30.75
2863,47.72,30.25
2864,47.73,30.75
2865,47.75,30.25
2866,47.77,31
2867,47.78,30.25
2868,47.8,30.25
2869,47.82,30.25
2870,47.83,30.25
2871,47.85,30.75
2872,47.87,30.5
2873,47.88,30.5
2874,47.9,30.5
2875,47.92,30.25
2876,47.93,30.5
2877,47.95,30.5
2878,47.97,30.75
2879,47.98,30.25
2880,48,30.5
2881,48.02,30.75
2882,48.03,30.25
2883,48.05,30.5
2884,48.07,30.25
2885,48.08,30.25
2886,48.1,29.75
2887,48.12,30
2888,48.13,30
2889,48.15,30.25
2890,48.17,30.25
2891,48.18,30.5
2892,48.2,30.5
2893,48.22,30.5
2894,48.23,30.5
2895,48.25,30
2896,48.27,30.25
2897,48.28,30.5
2898,48.3,30.5
2899,48.32,30.5
2900,48.33,29.75
2901,48.35,29.5
2902,48.37,30
2903,48.38,30.5
2904,48.4,30
2905,48.42,30.5
2906,48.43,30.5
2907,48.45,30.5
2908,48.47,30.75
2909,48.48,30
2910,48.5,30.5
2911,48.52,30.25
2912,48.53,30.5
2913,48.55,30.25
2914,48.57,30.5
2915,48.58,30.25
2916,48.6,30.5
2917,48.62,30.25
2918,48.63,29.25
2919,48.65,29.75
2920,48.67,30.25
2921,48.68,29.75
2922,48.7,30
2923,48.72,29.75
2924,48.73,30
2925,48.75,30.25
2926,48.77,30
2927,48.78,29.75
2928,48.8,29.75
2929,48.82,30
2930,48.83,29.75
2931,48.85,29.75
2932,48.87,29.75
2933,48.88,29.5
2934,48.9,30
2935,48.92,29.75
2936,48.93,30
2937,48.95,30
2938,48.97,29.5
2939,48.98,30
2940,49,30
2941,49.02,30.25
2942,49.03,30.25
2943,49.05,30
2944,49.07,30
2945,49.08,29.75
2946,49.1,29.5
2947,49.12,29.5
2948,49.13,29.75
2949,49.15,30
2950,49.17,29.5
2951,49.18,29.75
2952,49.2,30
2953,49.22,29.75
2954,49.23,29.5
2955,49.25,30
2956,49.27,29.75
2957,49.28,30
2958,49.3,29.75
2959,49.32,29.75
2960,49.33,30
2961,49.35,29.75
2962,49.37,29.75
2963,49.38,30
2964,49.4,29.75
2965,49.42,30
2966,49.43,29.75
2967,49.45,30
2968,49.47,30
2969,49.48,29.5
2970,49.5,29.75
2971,49.52,29.5
2972,49.53,30
2973,49.55,29.5
2974,49.57,30
2975,49.58,30
2976,49.6,30
2977,49.62,29.5
2978,49.63,29.5
2979,49.65,29.75
2980,49.67,29.5
2981,49.68,29.5
2982,49.7,29.5
2983,49.72,29.5
2984,49.73,29.75
2985,49.75,29.5
2986,49.77,29.75
2987,49.78,29.25
2988,49.8,29.75
2989,49.82,29.75
2990,49.83,29.25
2991,49.85,29.75
2992,49.87,29.25
2993,49.88,29.5
2994,49.9,29.75
2995,49.92,29.75
2996,49.93,29.25
2997,49.95,29.75
2998,49.97,29.25
2999,49.98,29.75
3000,50,29.5
3001,50.02,29.5
3002,50.03,29.25
3003,50.05,29.5
3004,50.07,29.5
3005,50.08,29.5
3006,50.1,29
3007,50.12,29.25
3008,50.13,29.25
3009,50.15,29.25
3010,50.17,29
3011,50.18,29.5
3012,50.2,28.5
3013,50.22,29.5
3014,50.23,29.75
3015,50.25,29.5
3016,50.27,29.5
3017,50.28,29.5
3018,50.3,29.5
3019,50.32,29.75
3020,50.33,28.75
3021,50.35,29.5
3022,50.37,29.25
3023,50.38,29.5
3024,50.4,29.5
3025,50.42,29.5
3026,50.43,29.5
3027,50.45,29.75
3028,50.47,29.25
3029,50.48,28.5
3030,50.5,29.5
3031,50.52,29.5
3032,50.53,29.25
3033,50.55,29.5
3034,50.57,29.25
3035,50.58,29.5
3036,50.6,29.25
3037,50.62,29.25
3038,50.63,28.5
3039,50.65,29.75
3040,50.67,29.5
3041,50.68,29.25
3042,50.7,29.5
3043,50.72,29.5
3044,50.73,29.5
3045,50.75,29.5
3046,50.77,29.5
3047,50.78,29.25
3048,50.8,29
3049,50.82,29.5
3050,50.83,29
3051,50.85,29.5
3052,50.87,29.5
3053,50.88,29.5
3054,50.9,29
3055,50.92,29.25
3056,50.93,29.5
3057,50.95,28.75
3058,50.97,29
3059,50.98,29.5
3060,51,29.5
3061,51.02,29
3062,51.03,29.5
3063,51.05,29.25
3064,51.07,29.5
3065,51.08,29.25
3066,51.1,29.5
3067,51.12,29
3068,51.13,29.5
3069,51.15,29.5
3070,51.17,29.25
3071,51.18,29.25
3072,51.2,29.25
3073,51.22,29.25
3074,51.23,29.25
3075,51.25,29
3076,51.27,29
3077,51.28,29.5
3078,51.3,29.25
3079,51.32,29
3080,51.33,29
3081,51.35,28.75
3082,51.37,29
3083,51.38,28.75
3084,51.4,29.75
3085,51.42,28.75
3086,51.43,29.25
3087,51.45,29
3088,51.47,29.25
3089,51.48,29.5
3090,51.5,29
3091,51.52,29
3092,51.53,29.25
3093,51.55,29.25
3094,51.57,29
3095,51.58,29.5
3096,51.6,29
3097,51.62,29
3098,51.63,29.25
3099,51.65,29
3100,51.67,29.25
3101,51.68,29.5
3102,51.7,28.75
3103,51.72,28.75
3104,51.73,29.25
3105,51.75,29.25
3106,51.77,28.75
3107,51.78,28.75
3108,51.8,28.75
3109,51.82,29
3110,51.83,29.25
3111,51.85,29
3112,51.87,29
3113,51.88,29.25
3114,51.9,29
3115,51.92,29.25
3116,51.93,28.5
3117,51.95,29
3118,51.97,28.75
3119,51.98,29
3120,52,29
3121,52.02,28.75
3122,52.03,29
3123,52.05,28.75
3124,52.07,28.75
3125,52.08,29.25
3126,52.1,28.75
3127,52.12,29
3128,52.13,29.25
3129,52.15,29
3130,52.17,29.5
3131,52.18,29
3132,52.2,28.75
3133,52.22,29
3134,52.23,29
3135,52.25,28.75
3136,52.27,28.75
3137,52.28,28.5
3138,52.3,29
3139,52.32,28.75
3140,52.33,29
3141,52.35,29.25
3142,52.37,28.75
3143,52.38,28.75
3144,52.4,28.5
3145,52.42,28.75
3146,52.43,28.5
3147,52.45,28.5
3148,52.47,29
3149,52.48,28.5
3150,52.5,28.25
3151,52.52,28.75
3152,52.53,28.75
3153,52.55,28.75
3154,52.57,29.25
3155,52.58,29
3156,52.6,29
3157,52.62,28.5
3158,52.63,28.5
3159,52.65,28.75
3160,52.67,28.75
3161,52.68,28.5
3162,52.7,28.75
3163,52.72,28.5
3164,52.73,29
3165,52.75,28.75
3166,52.77,28.25
3167,52.78,28.75
3168,52.8,28.5
3169,52.82,28.5
3170,52.83,28.5
3171,52.85,29
3172,52.87,29
3173,52.88,28.75
3174,52.9,29
3175,52.92,28.75
3176,52.93,28.75
3177,52.95,28.75
3178,52.97,28.75
3179,52.98,28.75
3180,53,28.5
3181,53.02,28.5
3182,53.03,28.75
3183,53.05,28.75
3184,53.07,28.5
3185,53.08,28.75
3186,53.1,28.75
3187,53.12,28.5
3188,53.13,28
3189,53.15,28.75
3190,53.17,28.5
3191,53.18,28.25
3192,53.2,28.5
3193,53.22,28.75
3194,53.23,28.75
3195,53.25,28.75
3196,53.27,28.75
3197,53.28,28.25
3198,53.3,28.5
3199,53.32,29
3200,53.33,28.75
3201,53.35,29
3202,53.37,28.5
3203,53.38,28.5
3204,53.4,28.5
3205,53.42,28.75
3206,53.43,28.5
3207,53.45,28.5
3208,53.47,28.5
3209,53.48,28.25
3210,53.5,28.75
3211,53.52,28.5
3212,53.53,28.75
3213,53.55,28.25
3214,53.57,28.5
3215,53.58,28.5
3216,53.6,28.5
3217,53.62,28.75
3218,53.63,28
3219,53.65,28
3220,53.67,28.75
3221,53.68,28.25
3222,53.7,28.75
3223,53.72,28.5
3224,53.73,28.75
3225,53.75,28.5
3226,53.77,28.75
3227,53.78,28.5
3228,53.8,28.75
3229,53.82,28.5
3230,53.83,28.5
3231,53.85,28
3232,53.87,28.25
3233,53.88,28.25
3234,53.9,28
3235,53.92,28.5
3236,53.93,28.5
3237,53.95,28.75
3238,53.97,28.5
3239,53.98,28.5
3240,54,28.5
3241,54.02,28.5
3242,54.03,28.5
3243,54.05,28.5
3244,54.07,28
3245,54.08,28.25
3246,54.1,28.5
3247,54.12,28.5
3248,54.13,28.5
3249,54.15,28.25
3250,54.17,28.25
3251,54.18,28.5
3252,54.2,28.25
3253,54.22,27.75
3254,54.23,28.5
3255,54.25,28.5
3256,54.27,28
3257,54.28,28.5
3258,54.3,27.5
3259,54.32,28.5
3260,54.33,28.5
3261,54.35,28
3262,54.37,28
3263,54.38,28.5
3264,54.4,27.75
3265,54.42,28.25
3266,54.43,28.5
3267,54.45,28
3268,54.47,27.5
3269,54.48,28
3270,54.5,28.5
3271,54.52,28.5
3272,54.53,28.5
3273,54.55,28.5
3274,54.57,28.5
3275,54.58,28.25
3276,54.6,28.25
3277,54.62,27.75
3278,54.63,28.5
3279,54.65,28.25
3280,54.67,28.5
3281,54.68,28.25
3282,54.7,28.25
3283,54.72,28.5
3284,54.73,28.25
3285,54.75,28.25
3286,54.77,28
3287,54.78,28.25
3288,54.8,27.5
3289,54.82,28.5
3290,54.83,28
3291,54.85,28.5
3292,54.87,28.25
3293,54.88,28.25
3294,54.9,27.75
3295,54.92,28.25
3296,54.93,28.25
3297,54.95,28.25
3298,54.97,28
3299,54.98,28
3300,55,28.25
3301,55.02,28
3302,55.03,28.5
3303,55.05,28.25
3304,55.07,28.5
3305,55.08,28.25
3306,55.1,28.25
3307,55.12,28
3308,55.13,28
3309,55.15,27.75
3310,55.17,28.25
3311,55.18,28
3312,55.2,28.5
3313,55.22,28
3314,55.23,28.25
3315,55.25,28
3316,55.27,28.25
3317,55.28,28.25
3318,55.3,28.5
3319,55.32,28.5
3320,55.33,28
3321,55.35,27.75
3322,55.37,28
3323,55.38,28.25
3324,55.4,28.25
3325,55.42,28.25
3326,55.43,28
3327,55.45,28.25
3328,55.47,28.25
3329,55.48,28
3330,55.5,28
3331,55.52,28
3332,55.53,28.75
3333,55.55,27.75
3334,55.57,27.5
3335,55.58,28
3336,55.6,28.25
3337,55.62,28.25
3338,55.63,28
3339,55.65,28
3340,55.67,27.75
3341,55.68,27.75
3342,55.7,28
3343,55.72,28
3344,55.73,27.75
3345,55.75,27.5
3346,55.77,27.75
3347,55.78,28.25
3348,55.8,28
3349,55.82,28.25
3350,55.83,28
3351,55.85,28
3352,55.87,27.5
3353,55.88,28
3354,55.9,28.25
3355,55.92,28
3356,55.93,28
3357,55.95,28
3358,55.97,28
3359,55.98,27.75
3360,56,28
3361,56.02,28.25
3362,56.03,28
3363,56.05,28
3364,56.07,28
3365,56.08,28
3366,56.1,27.75
3367,56.12,27.5
3368,56.13,28.25
3369,56.15,27.5
3370,56.17,27.75
3371,56.18,28
3372,56.2,28
3373,56.22,28
3374,56.23,28.25
3375,56.25,28
3376,56.27,27.75
3377,56.28,27.75
3378,56.3,28
3379,56.32,27.5
3380,56.33,28
3381,56.35,28.25
3382,56.37,28
3383,56.38,27.75
3384,56.4,27.5
3385,56.42,27.5
3386,56.43,28
3387,56.45,28
3388,56.47,28
3389,56.48,27.75
3390,56.5,28
3391,56.52,27.75
3392,56.53,27.75
3393,56.55,27.75
3394,56.57,27.75
3395,56.58,27.75
3396,56.6,27.5
3397,56.62,27.75
3398,56.63,27.5
3399,56.65,27.75
3400,56.67,28
3401,56.68,27.5
3402,56.7,28
3403,56.72,28
3404,56.73,27.5
3405,56.75,27.75
3406,56.77,27.5
3407,56.78,28
3408,56.8,28
3409,56.82,28
3410,56.83,28
3411,56.85,28.25
3412,56.87,27.75
3413,56.88,27.75
3414,56.9,27.75
3415,56.92,27.75
3416,56.93,27.25
3417,56.95,27.75
3418,56.97,27.5
3419,56.98,27.5
3420,57,27.25
3421,57.02,27.5
3422,57.03,27.75
3423,57.05,27.75
3424,57.07,27.75
3425,57.08,27.25
3426,57.1,28
3427,57.12,27.75
3428,57.13,27.25
3429,57.15,27
3430,57.17,27.75
3431,57.18,27.75
3432,57.2,27.5
3433,57.22,28
3434,57.23,27.5
3435,57.25,27.5
3436,57.27,27.75
3437,57.28,28
3438,57.3,27.25
3439,57.32,27.75
3440,57.33,28
3441,57.35,28
3442,57.37,27.5
3443,57.38,27.75
3444,57.4,27.75
3445,57.42,27.75
3446,57.43,28
3447,57.45,28
3448,57.47,27.75
3449,57.48,28
3450,57.5,27.5
3451,57.52,27.75
3452,57.53,27.75
3453,57.55,27.25
3454,57.57,27.5
3455,57.58,27.75
3456,57.6,27.5
3457,57.62,27.75
3458,57.63,27.75
3459,57.65,27.5
3460,57.67,28
3461,57.68,28
3462,57.7,27.5
3463,57.72,27.25
3464,57.73,27.75
3465,57.75,27.75
3466,57.77,27.75
3467,57.78,27.5
3468,57.8,27.25
3469,57.82,27.5
3470,57.83,27.5
3471,57.85,27.5
3472,57.87,27.5
3473,57.88,27.5
3474,57.9,27.5
3475,57.92,27.5
3476,57.93,27.5
3477,57.95,27.25
3478,57.97,27.5
3479,57.98,27.5
3480,58,27.5
3481,58.02,27.75
3482,58.03,28
3483,58.05,27.5
3484,58.07,27.25
3485,58.08,27.75
3486,58.1,27.25
3487,58.12,27.25
3488,58.13,27.75
3489,58.15,27.75
3490,58.17,27.5
3491,58.18,27.5
3492,58.2,27.25
3493,58.22,27.5
3494,58.23,27.5
3495,58.25,28
3496,58.27,26.75
3497,58.28,27.75
3498,58.3,27.75
3499,58.32,27.75
3500,58.33,27.25
3501,58.35,27.25
3502,58.37,27.5
3503,58.38,27.5
3504,58.4,27.75
3505,58.42,27.75
3506,58.43,27.75
3507,58.45,27.75
3508,58.47,27.25
3509,58.48,27.5
3510,58.5,27.25
3511,58.52,27.25
3512,58.53,27.5
3513,58.55,27.5
3514,58.57,26.75
3515,58.58,26.75
3516,58.6,27.75
3517,58.62,27.25
3518,58.63,27.75
3519,58.65,27
3520,58.67,27.75
3521,58.68,27
3522,58.7,27
3523,58.72,27.25
3524,58.73,27
3525,58.75,27.75
3526,58.77,27
3527,58.78,27.75
3528,58.8,27
3529,58.82,27.5
3530,58.83,27.25
3531,58.85,27.75
3532,58.87,27.5
3533,58.88,27.25
3534,58.9,27.5
3535,58.92,27.5
3536,58.93,27.25
3537,58.95,27.5
3538,58.97,27.5
3539,58.98,27
3540,59,27.75
3541,59.02,26.75
3542,59.03,26.5
3543,59.05,27.5
3544,59.07,27.5
3545,59.08,27.5
3546,59.1,27.25
3547,59.12,27
3548,59.13,27
3549,59.15,27.5
3550,59.17,26.75
3551,59.18,27.25
3552,59.2,27
3553,59.22,26.75
3554,59.23,27
3555,59.25,27.5
3556,59.27,27.5
3557,59.28,27
3558,59.3,27.25
3559,59.32,27.5
3560,59.33,27.5
3561,59.35,27
3562,59.37,27
3563,59.38,27.5
3564,59.4,27
3565,59.42,27.5
3566,59.43,27.5
3567,59.45,27.5
3568,59.47,27.5
3569,59.48,27.5
3570,59.5,27.5
3571,59.52,27.5
3572,59.53,27
3573,59.55,27.25
3574,59.57,26.75
3575,59.58,27.25
3576,59.6,27.25
3577,59.62,27.25
3578,59.63,27.25
3579,59.65,27.5
3580,59.67,27.25
3581,59.68,27.25
3582,59.7,27.25
3583,59.72,27.25
3584,59.73,27.25
3585,59.75,27.5
3586,59.77,27
3587,59.78,27.25
3588,59.8,27
3589,59.82,26.75
3590,59.83,26.75
3591,59.85,27
3592,59.87,27.25
3593,59.88,27.25
3594,59.9,27.25
3595,59.92,27.75
3596,59.93,27
3597,59.95,27.25
3598,59.97,27.5
3599,59.98,27.25
3600,60,27.25
3601,60.02,27
3602,60.03,27.25
3603,60.05,27.25
3604,60.07,27.5
3605,60.08,27
3606,60.1,26.5
3607,60.12,27.25
3608,60.13,26.75
3609,60.15,27.25
3610,60.17,27
3611,60.18,27.25
3612,60.2,27
3613,60.22,27
3614,60.23,27.5
3615,60.25,27.25
3616,60.27,27.5
3617,60.28,26.75
3618,60.3,27
3619,60.32,27.25
3620,60.33,27.25
3621,60.35,27.5
3622,60.37,27.25
3623,60.38,27
3624,60.4,27
3625,60.42,26.75
3626,60.43,26.5
3627,60.45,27
3628,60.47,27
3629,60.48,27.25
3630,60.5,26.75
3631,60.52,26.75
3632,60.53,26.75
3633,60.55,27
3634,60.57,27
3635,60.58,26.75
3636,60.6,26.75
3637,60.62,26.5
3638,60.63,27
3639,60.65,26.75
3640,60.67,27
3641,60.68,27
3642,60.7,26.75
3643,60.72,26.5
3644,60.73,26.5
3645,60.75,26.25
3646,60.77,27
3647,60.78,26.5
3648,60.8,26.75
3649,60.82,26.75
3650,60.83,26.75
3651,60.85,27
3652,60.87,26.25
3653,60.88,27
3654,60.9,26.25
3655,60.92,26.75
3656,60.93,27
3657,60.95,26.75
3658,60.97,26.75
3659,60.98,26.5
3660,61,27
3661,61.02,27
3662,61.03,27
3663,61.05,26.75
3664,61.07,27
3665,61.08,26.5
3666,61.1,26.5
3667,61.12,26.75
3668,61.13,27
3669,61.15,26.75
3670,61.17,27
3671,61.18,26.75
3672,61.2,26.5
3673,61.22,27
3674,61.23,27
3675,61.25,27
3676,61.27,27.25
3677,61.28,26.5
3678,61.3,27.25
3679,61.32,27
3680,61.33,27.25
3681,61.35,26.75
3682,61.37,27
3683,61.38,26.5
3684,61.4,26.75
3685,61.42,26.75
3686,61.43,27
3687,61.45,26.75
3688,61.47,26.25
3689,61.48,27
3690,61.5,26.5
3691,61.52,26.5
3692,61.53,26.75
3693,61.55,27
3694,61.57,27
3695,61.58,27
3696,61.6,27
3697,61.62,27
3698,61.63,27
3699,61.65,26.75
3700,61.67,27
3701,61.68,27
3702,61.7,26.5
3703,61.72,26.75
3704,61.73,27
3705,61.75,26.75
3706,61.77,27
3707,61.78,27
3708,61.8,27
3709,61.82,26.5
3710,61.83,27
3711,61.85,26.5
3712,61.87,27
3713,61.88,26.75
3714,61.9,27
3715,61.92,27
3716,61.93,27
3717,61.95,27
3718,61.97,26.5
3719,61.98,26.75
3720,62,27
3721,62.02,26.25
3722,62.03,26.5
3723,62.05,27
3724,62.07,27
3725,62.08,26.5
3726,62.1,27
3727,62.12,26.25
3728,62.13,26.75
3729,62.15,26.5
3730,62.17,26.5
3731,62.18,26.75
3732,62.2,26.25
3733,62.22,26.75
3734,62.23,26.75
3735,62.25,26.75
3736,62.27,27
3737,62.28,26.25
3738,62.3,26.75
3739,62.32,26.75
3740,62.33,26.75
3741,62.35,27
3742,62.37,26.5
3743,62.38,26.75
3744,62.4,26.5
3745,62.42,27
3746,62.43,26.75
3747,62.45,26.25
3748,62.47,26.5
3749,62.48,26.25
3750,62.5,26.25
3751,62.52,26.75
3752,62.53,26.25
3753,62.55,26.75
3754,62.57,26.5
3755,62.58,26.75
3756,62.6,26.5
3757,62.62,26.5
3758,62.63,26.75
3759,62.65,26.75
3760,62.67,26.5
3761,62.68,26.75
3762,62.7,26.75
3763,62.72,26.5
3764,62.73,23
3765,62.75,22.75
