Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0
0.453,0.00172919,0.453,0.00126868,0.453,0.0290478,0.453,0.0325037,0.453,0.00913483,0.453,0.00900318,0.453,0.00910192,0.453,0.00949688,0.453,0.00959563,0.453,0.0237486,0.453,0.0231891
0.454,0.00179502,0.454,0.00128186,0.454,0.0280933,0.454,0.0331291,0.454,0.00939814,0.454,0.009069,0.454,0.00959563,0.454,0.0095298,0.454,0.00844364,0.454,0.0238474,0.454,0.0238803
0.455,0.00172919,0.455,0.00127527,0.455,0.029344,0.455,0.0329974,0.455,0.00880569,0.455,0.00910192,0.455,0.00923357,0.455,0.00946397,0.455,0.00903609,0.455,0.0238803,0.455,0.0241107
0.456,0.00176211,0.456,0.0012621,0.456,0.0293769,0.456,0.0326025,0.456,0.00854238,0.456,0.00913483,0.456,0.0097602,0.456,0.00936523,0.456,0.0092994,0.456,0.0238144,0.456,0.0233866
0.457,0.00172919,0.457,0.0012621,0.457,0.0288174,0.457,0.0326354,0.457,0.00910192,0.457,0.00897026,0.457,0.00864112,0.457,0.00936523,0.457,0.00939814,0.457,0.0238474,0.457,0.0234195
0.458,0.00169628,0.458,0.0012621,0.458,0.029344,0.458,0.0330962,0.458,0.00926649,0.458,0.00900318,0.458,0.00854238,0.458,0.00939814,0.458,0.0101552,0.458,0.0238474,0.458,0.0237157
0.459,0.00176211,0.459,0.00126868,0.459,0.0302656,0.459,0.0331949,0.459,0.00916774,0.459,0.00910192,0.459,0.00900318,0.459,0.00995768,0.459,0.0097602,0.459,0.0239132,0.459,0.0239132
0.46,0.00176211,0.46,0.00126868,0.46,0.0295415,0.46,0.0318454,0.46,0.00943106,0.46,0.00910192,0.46,0.00903609,0.46,0.00966145,0.46,0.00903609,0.46,0.0238803,0.46,0.0228929
0.461,0.00179502,0.461,0.00125551,0.461,0.0289819,0.461,0.0325366,0.461,0.00880569,0.461,0.00926649,0.461,0.00923357,0.461,0.0095298,0.461,0.009069,0.461,0.0238803,0.461,0.023617
0.462,0.00172919,0.462,0.00126868,0.462,0.030496,0.462,0.0328987,0.462,0.00903609,0.462,0.00920066,0.462,0.00916774,0.462,0.00949688,0.462,0.00966145,0.462,0.0238144,0.462,0.0236828
0.463,0.00176211,0.463,0.00127527,0.463,0.0307593,0.463,0.0328658,0.463,0.00956271,0.463,0.009069,0.463,0.0095298,0.463,0.00956271,0.463,0.00995768,0.463,0.0238144,0.463,0.0241436
0.464,0.00176211,0.464,0.00127527,0.464,0.0310555,0.464,0.0325037,0.464,0.00946397,0.464,0.00903609,0.464,0.00857529,0.464,0.0095298,0.464,0.00979311,0.464,0.0238144,0.464,0.0230903
0.465,0.00172919,0.465,0.00124233,0.465,0.0306276,0.465,0.0322733,0.465,0.00933231,0.465,0.00903609,0.465,0.00831198,0.465,0.00946397,0.465,0.00943106,0.465,0.0238144,0.465,0.0238144
0.466,0.00169628,0.466,0.0012621,0.466,0.0309238,0.466,0.0326025,0.466,0.00920066,0.466,0.00887152,0.466,0.0092994,0.466,0.00949688,0.466,0.0102539,0.466,0.0237157,0.466,0.0241436
0.467,0.00176211,0.467,0.00126868,0.467,0.0319113,0.467,0.0329316,0.467,0.00847655,0.467,0.00897026,0.467,0.009069,0.467,0.0095298,0.467,0.00913483,0.467,0.0237815,0.467,0.0237815
0.468,0.00169628,0.468,0.0012621,0.468,0.0318784,0.468,0.0322404,0.468,0.00877278,0.468,0.00903609,0.468,0.00933231,0.468,0.00956271,0.468,0.00949688,0.468,0.0237815,0.468,0.0234195
0.469,0.00172919,0.469,0.00128845,0.469,0.0308909,0.469,0.0326025,0.469,0.00897026,0.469,0.00897026,0.469,0.00939814,0.469,0.00956271,0.469,0.00936523,0.469,0.0237486,0.469,0.023617
0.47,0.00172919,0.47,0.00125551,0.47,0.0321746,0.47,0.0328329,0.47,0.00982602,0.47,0.00913483,0.47,0.00900318,0.47,0.00959563,0.47,0.00999059,0.47,0.0237486,0.47,0.0238144
0.471,0.00166337,0.471,0.00125551,0.471,0.0321087,0.471,0.031615,0.471,0.00946397,0.471,0.00910192,0.471,0.00854238,0.471,0.00956271,0.471,0.00995768,0.471,0.0237815,0.471,0.0238144
0.472,0.00172919,0.472,0.00127527,0.472,0.0320758,0.472,0.0326025,0.472,0.00933231,0.472,0.00926649,0.472,0.00916774,0.472,0.00946397,0.472,0.00982602,0.472,0.0237486,0.472,0.0230574
0.473,0.00176211,0.473,0.00128845,0.473,0.0322404,0.473,0.0327012,0.473,0.00880569,0.473,0.00923357,0.473,0.00966145,0.473,0.00939814,0.473,0.00890443,0.473,0.0238144,0.473,0.0232549
0.474,0.00172919,0.474,0.00126868,0.474,0.0325366,0.474,0.0330303,0.474,0.00890443,0.474,0.009069,0.474,0.00959563,0.474,0.00936523,0.474,0.009069,0.474,0.0238474,0.474,0.0237486
0.475,0.00169628,0.475,0.00126868,0.475,0.0330303,0.475,0.0319771,0.475,0.0095298,0.475,0.00910192,0.475,0.00933231,0.475,0.00943106,0.475,0.00933231,0.475,0.0238803,0.475,0.0236499
0.476,0.00179502,0.476,0.0012621,0.476,0.0319113,0.476,0.0323721,0.476,0.00903609,0.476,0.00923357,0.476,0.00985894,0.476,0.00949688,0.476,0.0100893,0.476,0.0239132,0.476,0.0240119
0.477,0.00176211,0.477,0.00126868,0.477,0.0326354,0.477,0.0326025,0.477,0.00923357,0.477,0.00920066,0.477,0.00870695,0.477,0.00949688,0.477,0.00989185,0.477,0.0238474,0.477,0.0236828
0.478,0.00172919,0.478,0.0012621,0.478,0.0337215,0.478,0.0330633,0.478,0.00893735,0.478,0.00923357,0.478,0.00873986,0.478,0.00949688,0.478,0.00999059,0.478,0.0238474,0.478,0.0225637
0.479,0.00176211,0.479,0.00123574,0.479,0.033919,0.479,0.0325037,0.479,0.009069,0.479,0.00923357,0.479,0.00910192,0.479,0.00956271,0.479,0.00966145,0.479,0.0238144,0.479,0.0230574
0.48,0.00169628,0.48,0.00125551,0.48,0.0331291,0.48,0.0330962,0.48,0.00910192,0.48,0.009069,0.48,0.00920066,0.48,0.00956271,0.48,0.00913483,0.48,0.0238144,0.48,0.0240119
0.481,0.00169628,0.481,0.00125551,0.481,0.0337215,0.481,0.0330633,0.481,0.00943106,0.481,0.00923357,0.481,0.00926649,0.481,0.0095298,0.481,0.0092994,0.481,0.0237815,0.481,0.0236828
0.482,0.00172919,0.482,0.0012621,0.482,0.0344127,0.482,0.0318454,0.482,0.00949688,0.482,0.00890443,0.482,0.00893735,0.482,0.00946397,0.482,0.0102868,0.482,0.0237486,0.482,0.023979
0.483,0.00172919,0.483,0.00124233,0.483,0.0344456,0.483,0.0326683,0.483,0.00926649,0.483,0.00890443,0.483,0.00781827,0.483,0.00979311,0.483,0.0110768,0.483,0.0237486,0.483,0.0236499
0.484,0.00172919,0.484,0.00125551,0.484,0.0337544,0.484,0.0325037,0.484,0.00880569,0.484,0.00910192,0.484,0.00847655,0.484,0.00982602,0.484,0.00992477,0.484,0.0238144,0.484,0.0231233
0.485,0.00176211,0.485,0.00125551,0.485,0.0340178,0.485,0.0325695,0.485,0.00910192,0.485,0.00910192,0.485,0.00913483,0.485,0.00972728,0.485,0.00982602,0.485,0.0237815,0.485,0.0237486
0.486,0.00169628,0.486,0.00122915,0.486,0.0342152,0.486,0.0313517,0.486,0.00959563,0.486,0.00916774,0.486,0.00916774,0.486,0.00966145,0.486,0.00897026,0.486,0.0237486,0.486,0.0237157
0.487,0.00172919,0.487,0.0012621,0.487,0.0329974,0.487,0.0324708,0.487,0.00943106,0.487,0.00923357,0.487,0.00936523,0.487,0.00966145,0.487,0.00956271,0.487,0.0237157,0.487,0.0240119
0.488,0.00169628,0.488,0.00124892,0.488,0.0340178,0.488,0.0330303,0.488,0.00982602,0.488,0.00910192,0.488,0.00946397,0.488,0.00956271,0.488,0.00949688,0.488,0.0237815,0.488,0.0242094
0.489,0.00176211,0.489,0.00124892,0.489,0.0347419,0.489,0.0329974,0.489,0.00956271,0.489,0.00916774,0.489,0.009069,0.489,0.0095298,0.489,0.0097602,0.489,0.0238144,0.489,0.0232878
0.49,0.00166337,0.49,0.00124233,0.49,0.0352027,0.49,0.0322404,0.49,0.00877278,0.49,0.00910192,0.49,0.00847655,0.49,0.00943106,0.49,0.00949688,0.49,0.0237815,0.49,0.0228929
0.491,0.00172919,0.491,0.00122915,0.491,0.0341165,0.491,0.0324708,0.491,0.00890443,0.491,0.00903609,0.491,0.00910192,0.491,0.0095298,0.491,0.0100235,0.491,0.0238144,0.491,0.0236499
0.492,0.00169628,0.492,0.00124233,0.492,0.0353672,0.492,0.0327999,0.492,0.00923357,0.492,0.009069,0.492,0.00900318,0.492,0.00949688,0.492,0.00883861,0.492,0.0237815,0.492,0.0238144
0.493,0.00172919,0.493,0.0012621,0.493,0.0353672,0.493,0.0314505,0.493,0.0095298,0.493,0.00913483,0.493,0.00962854,0.493,0.00956271,0.493,0.00870695,0.493,0.0237815,0.493,0.023584
0.494,0.00169628,0.494,0.00122915,0.494,0.0356305,0.494,0.0326025,0.494,0.00936523,0.494,0.00920066,0.494,0.00956271,0.494,0.00959563,0.494,0.00946397,0.494,0.0237486,0.494,0.0240119
0.495,0.00172919,0.495,0.00122915,0.495,0.0341823,0.495,0.0323721,0.495,0.009069,0.495,0.00923357,0.495,0.00903609,0.495,0.00956271,0.495,0.00962854,0.495,0.0238144,0.495,0.0235182
0.496,0.00179502,0.496,0.00123574,0.496,0.0353672,0.496,0.0327999,0.496,0.00933231,0.496,0.00910192,0.496,0.00864112,0.496,0.00959563,0.496,0.00985894,0.496,0.0238144,0.496,0.0227283
0.497,0.00172919,0.497,0.00122915,0.497,0.0359597,0.497,0.0317467,0.497,0.00910192,0.497,0.00913483,0.497,0.00867404,0.497,0.00962854,0.497,0.00962854,0.497,0.0237815,0.497,0.0234853
0.498,0.00172919,0.498,0.00122915,0.498,0.034676,0.498,0.032405,0.498,0.00893735,0.498,0.009069,0.498,0.00883861,0.498,0.0095298,0.498,0.00913483,0.498,0.0237486,0.498,0.0235511
0.499,0.00176211,0.499,0.00124233,0.499,0.0357622,0.499,0.0328987,0.499,0.00923357,0.499,0.00893735,0.499,0.00923357,0.499,0.0095298,0.499,0.00910192,0.499,0.0237486,0.499,0.0238144
0.5,0.00176211,0.5,0.00123574,0.5,0.0361572,0.5,0.0328987,0.5,0.00916774,0.5,0.00897026,0.5,0.00969437,0.5,0.0095298,0.5,0.00959563,0.5,0.0237157,0.5,0.0240778
0.501,0.00176211,0.501,0.00123574,0.501,0.0358938,0.501,0.0317467,0.501,0.00841072,0.501,0.00910192,0.501,0.00933231,0.501,0.00962854,0.501,0.00969437,0.501,0.0237486,0.501,0.0223662
0.502,0.00172919,0.502,0.00122915,0.502,0.0341494,0.502,0.0325037,0.502,0.00887152,0.502,0.00910192,0.502,0.00831198,0.502,0.00966145,0.502,0.0100235,0.502,0.0236828,0.502,0.0233207
0.503,0.00166337,0.503,0.00122915,0.503,0.0357951,0.503,0.0327999,0.503,0.00966145,0.503,0.00910192,0.503,0.00870695,0.503,0.00969437,0.503,0.00926649,0.503,0.0237486,0.503,0.023617
0.504,0.00169628,0.504,0.00122256,0.504,0.0364534,0.504,0.0317796,0.504,0.00943106,0.504,0.00916774,0.504,0.00880569,0.504,0.00969437,0.504,0.00949688,0.504,0.0237157,0.504,0.0237486
0.505,0.00169628,0.505,0.00124233,0.505,0.0365192,0.505,0.0325037,0.505,0.00943106,0.505,0.00920066,0.505,0.00959563,0.505,0.00962854,0.505,0.00923357,0.505,0.0237157,0.505,0.0231233
0.506,0.00169628,0.506,0.00125551,0.506,0.0355647,0.506,0.0327012,0.506,0.00916774,0.506,0.00936523,0.506,0.0095298,0.506,0.0095298,0.506,0.00949688,0.506,0.0237157,0.506,0.0235511
0.507,0.00176211,0.507,0.00123574,0.507,0.0352027,0.507,0.0324708,0.507,0.00847655,0.507,0.00910192,0.507,0.00936523,0.507,0.00979311,0.507,0.0105501,0.507,0.0237486,0.507,0.0238144
0.508,0.00176211,0.508,0.00122915,0.508,0.03698,0.508,0.0317138,0.508,0.0092994,0.508,0.00910192,0.508,0.00857529,0.508,0.0097602,0.508,0.00985894,0.508,0.0237815,0.508,0.0236499
0.509,0.00172919,0.509,0.00122915,0.509,0.0366509,0.509,0.0322075,0.509,0.00880569,0.509,0.00923357,0.509,0.00883861,0.509,0.00959563,0.509,0.0101222,0.509,0.0237815,0.509,0.0231562
0.51,0.00172919,0.51,0.00123574,0.51,0.0356305,0.51,0.0321746,0.51,0.00933231,0.51,0.00920066,0.51,0.00949688,0.51,0.00959563,0.51,0.00999059,0.51,0.0238474,0.51,0.0230574
0.511,0.00172919,0.511,0.00122915,0.511,0.0361901,0.511,0.0327012,0.511,0.00956271,0.511,0.00923357,0.511,0.00913483,0.511,0.00956271,0.511,0.00897026,0.511,0.0237157,0.511,0.0236499
0.512,0.00172919,0.512,0.00123574,0.512,0.0367496,0.512,0.0329974,0.512,0.00916774,0.512,0.00923357,0.512,0.00946397,0.512,0.00956271,0.512,0.00962854,0.512,0.0237157,0.512,0.0236828
0.513,0.00176211,0.513,0.00122915,0.513,0.0368484,0.513,0.0320429,0.513,0.00860821,0.513,0.00913483,0.513,0.00949688,0.513,0.00962854,0.513,0.00979311,0.513,0.0237157,0.513,0.0221687
0.514,0.00169628,0.514,0.00122915,0.514,0.0367825,0.514,0.0322404,0.514,0.00949688,0.514,0.00913483,0.514,0.00827907,0.514,0.00959563,0.514,0.0097602,0.514,0.0237157,0.514,0.0236499
0.515,0.00172919,0.515,0.00121597,0.515,0.03698,0.515,0.0320758,0.515,0.00966145,0.515,0.00910192,0.515,0.00873986,0.515,0.00956271,0.515,0.0100564,0.515,0.0236828,0.515,0.0234195
0.516,0.00176211,0.516,0.00123574,0.516,0.0376383,0.516,0.0325695,0.516,0.00946397,0.516,0.00897026,0.516,0.00867404,0.516,0.00959563,0.516,0.00877278,0.516,0.0236499,0.516,0.0242752
0.517,0.00172919,0.517,0.00122915,0.517,0.0368813,0.517,0.0325037,0.517,0.00939814,0.517,0.00910192,0.517,0.00946397,0.517,0.00962854,0.517,0.00956271,0.517,0.0236828,0.517,0.0228929
0.518,0.00169628,0.518,0.00120938,0.518,0.0367496,0.518,0.0317796,0.518,0.00913483,0.518,0.00916774,0.518,0.00946397,0.518,0.00969437,0.518,0.0097602,0.518,0.0236828,0.518,0.0236499
0.519,0.00172919,0.519,0.00122915,0.519,0.0372433,0.519,0.0319113,0.519,0.00920066,0.519,0.00923357,0.519,0.00903609,0.519,0.00972728,0.519,0.0100893,0.519,0.0236828,0.519,0.0237815
0.52,0.00172919,0.52,0.00122256,0.52,0.0374408,0.52,0.0323062,0.52,0.00979311,0.52,0.00923357,0.52,0.00900318,0.52,0.00969437,0.52,0.010221,0.52,0.0236499,0.52,0.0237486
0.521,0.00169628,0.521,0.00122915,0.521,0.0380662,0.521,0.0327012,0.521,0.0095298,0.521,0.00923357,0.521,0.00877278,0.521,0.00966145,0.521,0.0097602,0.521,0.0236828,0.521,0.0229587
0.522,0.00169628,0.522,0.00121597,0.522,0.0379016,0.522,0.0325695,0.522,0.00933231,0.522,0.00933231,0.522,0.00946397,0.522,0.00966145,0.522,0.00877278,0.522,0.0236828,0.522,0.0238144
0.523,0.00166337,0.523,0.00124892,0.523,0.0368154,0.523,0.031253,0.523,0.00897026,0.523,0.0092994,0.523,0.00943106,0.523,0.0095298,0.523,0.009069,0.523,0.0236828,0.523,0.023584
0.524,0.00172919,0.524,0.00124233,0.524,0.0371775,0.524,0.0317796,0.524,0.00897026,0.524,0.00910192,0.524,0.009069,0.524,0.00946397,0.524,0.0097602,0.524,0.0237815,0.524,0.0236499
0.525,0.00172919,0.525,0.00123574,0.525,0.0378029,0.525,0.0319771,0.525,0.00966145,0.525,0.00916774,0.525,0.00943106,0.525,0.00962854,0.525,0.00985894,0.525,0.0237486,0.525,0.0234524
0.526,0.00176211,0.526,0.00120938,0.526,0.0378029,0.526,0.0326354,0.526,0.00916774,0.526,0.00923357,0.526,0.00946397,0.526,0.00962854,0.526,0.0102539,0.526,0.0236828,0.526,0.023222
0.527,0.00172919,0.527,0.00123574,0.527,0.0378029,0.527,0.032405,0.527,0.00877278,0.527,0.00926649,0.527,0.00949688,0.527,0.00962854,0.527,0.0101552,0.527,0.0237157,0.527,0.0236499
0.528,0.00163045,0.528,0.00121597,0.528,0.0376054,0.528,0.0325695,0.528,0.0095298,0.528,0.0092994,0.528,0.00933231,0.528,0.00966145,0.528,0.00893735,0.528,0.0236828,0.528,0.0238474
0.529,0.00172919,0.529,0.00120938,0.529,0.0369471,0.529,0.0310884,0.529,0.00966145,0.529,0.0092994,0.529,0.00962854,0.529,0.00966145,0.529,0.00985894,0.529,0.0236828,0.529,0.0234853
0.53,0.00172919,0.53,0.00121597,0.53,0.0379345,0.53,0.0319442,0.53,0.00943106,0.53,0.00936523,0.53,0.00972728,0.53,0.00966145,0.53,0.00985894,0.53,0.0237486,0.53,0.0239132
0.531,0.00169628,0.531,0.00124233,0.531,0.0389219,0.531,0.0320429,0.531,0.00933231,0.531,0.00923357,0.531,0.0100893,0.531,0.00966145,0.531,0.0101222,0.531,0.0236828,0.531,0.023617
0.532,0.00169628,0.532,0.00123574,0.532,0.0390536,0.532,0.0325366,0.532,0.00897026,0.532,0.00893735,0.532,0.00900318,0.532,0.00966145,0.532,0.010616,0.532,0.0236499,0.532,0.0237486
0.533,0.00176211,0.533,0.00121597,0.533,0.0387903,0.533,0.0325366,0.533,0.00854238,0.533,0.00920066,0.533,0.00936523,0.533,0.00989185,0.533,0.00913483,0.533,0.023584,0.533,0.0233207
0.534,0.00176211,0.534,0.00123574,0.534,0.0369471,0.534,0.0311213,0.534,0.00887152,0.534,0.00923357,0.534,0.00936523,0.534,0.00979311,0.534,0.0100235,0.534,0.0236499,0.534,0.0233207
0.535,0.00172919,0.535,0.00120938,0.535,0.0379674,0.535,0.0316809,0.535,0.00949688,0.535,0.00926649,0.535,0.00962854,0.535,0.00982602,0.535,0.00969437,0.535,0.0236499,0.535,0.0232878
0.536,0.00176211,0.536,0.00122915,0.536,0.0378687,0.536,0.0321087,0.536,0.00959563,0.536,0.00926649,0.536,0.00933231,0.536,0.00979311,0.536,0.00992477,0.536,0.023617,0.536,0.0238474
0.537,0.00176211,0.537,0.00121597,0.537,0.0389878,0.537,0.0326025,0.537,0.00893735,0.537,0.00933231,0.537,0.0092994,0.537,0.00972728,0.537,0.00995768,0.537,0.0236828,0.537,0.0233536
0.538,0.00169628,0.538,0.00123574,0.538,0.0389219,0.538,0.0318125,0.538,0.00920066,0.538,0.0092994,0.538,0.00949688,0.538,0.00972728,0.538,0.00949688,0.538,0.023617,0.538,0.0241765
0.539,0.00163045,0.539,0.00123574,0.539,0.0372433,0.539,0.0320758,0.539,0.00923357,0.539,0.00936523,0.539,0.00949688,0.539,0.00962854,0.539,0.00837781,0.539,0.023584,0.539,0.0236499
0.54,0.00172919,0.54,0.00123574,0.54,0.037375,0.54,0.0319771,0.54,0.00943106,0.54,0.00933231,0.54,0.00936523,0.54,0.00956271,0.54,0.00969437,0.54,0.0236828,0.54,0.0237815
0.541,0.00172919,0.541,0.00120279,0.541,0.0386915,0.541,0.0322733,0.541,0.00949688,0.541,0.00913483,0.541,0.0097602,0.541,0.00962854,0.541,0.00995768,0.541,0.0237157,0.541,0.0228599
0.542,0.00172919,0.542,0.00123574,0.542,0.0391523,0.542,0.0306935,0.542,0.00841072,0.542,0.00916774,0.542,0.00949688,0.542,0.00962854,0.542,0.0104185,0.542,0.0236828,0.542,0.0233207
0.543,0.00172919,0.543,0.00122256,0.543,0.0390207,0.543,0.0322075,0.543,0.00900318,0.543,0.0092994,0.543,0.00939814,0.543,0.00962854,0.543,0.00893735,0.543,0.0236499,0.543,0.023584
0.544,0.00172919,0.544,0.00123574,0.544,0.0371446,0.544,0.0323721,0.544,0.00946397,0.544,0.00926649,0.544,0.00887152,0.544,0.00972728,0.544,0.00890443,0.544,0.0237157,0.544,0.0237815
0.545,0.00179502,0.545,0.00120938,0.545,0.0386915,0.545,0.0324708,0.545,0.00903609,0.545,0.00923357,0.545,0.00910192,0.545,0.00962854,0.545,0.00992477,0.545,0.0236499,0.545,0.022827
0.546,0.00172919,0.546,0.00122915,0.546,0.0393498,0.546,0.0322404,0.546,0.0092994,0.546,0.0092994,0.546,0.00923357,0.546,0.00969437,0.546,0.00985894,0.546,0.0236828,0.546,0.0234524
0.547,0.00172919,0.547,0.00121597,0.547,0.0392511,0.547,0.0322075,0.547,0.00893735,0.547,0.00923357,0.547,0.00926649,0.547,0.00972728,0.547,0.00992477,0.547,0.0236499,0.547,0.0235182
0.548,0.00172919,0.548,0.00121597,0.548,0.0382307,0.548,0.0325037,0.548,0.00873986,0.548,0.00923357,0.548,0.00943106,0.548,0.00966145,0.548,0.0100893,0.548,0.0236499,0.548,0.0238144
0.549,0.00172919,0.549,0.00120938,0.549,0.0388232,0.549,0.0313188,0.549,0.00939814,0.549,0.00916774,0.549,0.00854238,0.549,0.00966145,0.549,0.00893735,0.549,0.0236499,0.549,0.0228599
0.55,0.00172919,0.55,0.00121597,0.55,0.0392182,0.55,0.0321746,0.55,0.0092994,0.55,0.00900318,0.55,0.00897026,0.55,0.00969437,0.55,0.00946397,0.55,0.023584,0.55,0.0235511
0.551,0.00172919,0.551,0.00120279,0.551,0.0394156,0.551,0.0323391,0.551,0.00903609,0.551,0.00920066,0.551,0.00916774,0.551,0.0097602,0.551,0.0100893,0.551,0.0236499,0.551,0.023617
0.552,0.00172919,0.552,0.00122256,0.552,0.0383953,0.552,0.0323721,0.552,0.00850947,0.552,0.00933231,0.552,0.00966145,0.552,0.00979311,0.552,0.0100893,0.552,0.023584,0.552,0.0235182
0.553,0.00176211,0.553,0.00120279,0.553,0.0391852,0.553,0.0313188,0.553,0.009069,0.553,0.00923357,0.553,0.00969437,0.553,0.00985894,0.553,0.00999059,0.553,0.023617,0.553,0.0234195
0.554,0.00169628,0.554,0.00122256,0.554,0.039284,0.554,0.0322075,0.554,0.00933231,0.554,0.00926649,0.554,0.00890443,0.554,0.00979311,0.554,0.00913483,0.554,0.0236499,0.554,0.0230574
0.555,0.00176211,0.555,0.00121597,0.555,0.0387244,0.555,0.0324708,0.555,0.0092994,0.555,0.0092994,0.555,0.00939814,0.555,0.0097602,0.555,0.00946397,0.555,0.023584,0.555,0.0239132
0.556,0.00172919,0.556,0.00121597,0.556,0.0390536,0.556,0.0321087,0.556,0.00910192,0.556,0.00933231,0.556,0.00920066,0.556,0.00966145,0.556,0.0097602,0.556,0.0235511,0.556,0.0232549
0.557,0.00172919,0.557,0.00122256,0.557,0.0390207,0.557,0.0318125,0.557,0.00883861,0.557,0.00926649,0.557,0.0095298,0.557,0.00995768,0.557,0.0107805,0.557,0.0236828,0.557,0.0230903
0.558,0.00176211,0.558,0.00122915,0.558,0.0395802,0.558,0.0323391,0.558,0.00900318,0.558,0.00926649,0.558,0.00946397,0.558,0.00989185,0.558,0.00959563,0.558,0.0236828,0.558,0.0236828
0.559,0.00169628,0.559,0.00121597,0.559,0.0380003,0.559,0.0320758,0.559,0.00903609,0.559,0.0092994,0.559,0.00841072,0.559,0.0097602,0.559,0.00969437,0.559,0.0236499,0.559,0.0237486
0.56,0.00169628,0.56,0.00119621,0.56,0.0390536,0.56,0.0308909,0.56,0.00936523,0.56,0.0092994,0.56,0.00903609,0.56,0.0097602,0.56,0.0100235,0.56,0.0236499,0.56,0.0226295
0.561,0.00172919,0.561,0.00120938,0.561,0.039284,0.561,0.0320758,0.561,0.00900318,0.561,0.00936523,0.561,0.0101222,0.561,0.0097602,0.561,0.010221,0.561,0.0236828,0.561,0.0227941
0.562,0.00179502,0.562,0.00120938,0.562,0.0391194,0.562,0.0318125,0.562,0.0095298,0.562,0.00936523,0.562,0.00946397,0.562,0.0097602,0.562,0.00939814,0.562,0.023617,0.562,0.0235182
0.563,0.00176211,0.563,0.00121597,0.563,0.0385928,0.563,0.0324708,0.563,0.009069,0.563,0.00920066,0.563,0.00916774,0.563,0.00979311,0.563,0.0100235,0.563,0.0235511,0.563,0.0232878
0.564,0.00172919,0.564,0.00122256,0.564,0.0394815,0.564,0.031615,0.564,0.00936523,0.564,0.00920066,0.564,0.00890443,0.564,0.00982602,0.564,0.00969437,0.564,0.023617,0.564,0.0229916
0.565,0.00172919,0.565,0.00118962,0.565,0.0395473,0.565,0.0317467,0.565,0.00873986,0.565,0.0092994,0.565,0.00864112,0.565,0.00972728,0.565,0.00962854,0.565,0.023617,0.565,0.0234853
0.566,0.00172919,0.566,0.00120279,0.566,0.0389548,0.566,0.0322404,0.566,0.00936523,0.566,0.00910192,0.566,0.00910192,0.566,0.00969437,0.566,0.00933231,0.566,0.023584,0.566,0.0234853
0.567,0.00169628,0.567,0.00121597,0.567,0.0386257,0.567,0.03201,0.567,0.0095298,0.567,0.00923357,0.567,0.00936523,0.567,0.00979311,0.567,0.00966145,0.567,0.023584,0.567,0.0237815
0.568,0.00169628,0.568,0.00120279,0.568,0.0395473,0.568,0.0317796,0.568,0.009069,0.568,0.00926649,0.568,0.00959563,0.568,0.00985894,0.568,0.0101881,0.568,0.023584,0.568,0.0230245
0.569,0.00176211,0.569,0.00122256,0.569,0.0399093,0.569,0.0318454,0.569,0.00936523,0.569,0.0092994,0.569,0.00854238,0.569,0.00985894,0.569,0.0101222,0.569,0.0235182,0.569,0.0231562
0.57,0.00172919,0.57,0.00120279,0.57,0.038132,0.57,0.0326025,0.57,0.00943106,0.57,0.0092994,0.57,0.00890443,0.57,0.00985894,0.57,0.00936523,0.57,0.0235511,0.57,0.0238474
0.571,0.00172919,0.571,0.00121597,0.571,0.0391194,0.571,0.0314834,0.571,0.00949688,0.571,0.00936523,0.571,0.00959563,0.571,0.00982602,0.571,0.0095298,0.571,0.0235511,0.571,0.0236499
0.572,0.00172919,0.572,0.00122915,0.572,0.039284,0.572,0.0314176,0.572,0.00903609,0.572,0.00943106,0.572,0.0095298,0.572,0.00972728,0.572,0.0097602,0.572,0.0235182,0.572,0.0237815
0.573,0.00176211,0.573,0.00120279,0.573,0.039646,0.573,0.0321746,0.573,0.00949688,0.573,0.00936523,0.573,0.00883861,0.573,0.00962854,0.573,0.00979311,0.573,0.0236499,0.573,0.0234853
0.574,0.00169628,0.574,0.00120938,0.574,0.0382966,0.574,0.0325695,0.574,0.00956271,0.574,0.00923357,0.574,0.00920066,0.574,0.00966145,0.574,0.00890443,0.574,0.0236499,0.574,0.0225308
0.575,0.00172919,0.575,0.00119621,0.575,0.0392511,0.575,0.031253,0.575,0.00936523,0.575,0.00933231,0.575,0.00933231,0.575,0.00972728,0.575,0.00933231,0.575,0.0236499,0.575,0.0228599
0.576,0.00176211,0.576,0.00120279,0.576,0.039646,0.576,0.0319442,0.576,0.00893735,0.576,0.00936523,0.576,0.00946397,0.576,0.00972728,0.576,0.00985894,0.576,0.023584,0.576,0.0235182
0.577,0.00176211,0.577,0.00120279,0.577,0.0393827,0.577,0.0325037,0.577,0.0092994,0.577,0.00939814,0.577,0.00890443,0.577,0.00979311,0.577,0.0100564,0.577,0.023584,0.577,0.0234524
