Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0
,,1.681,-0.000846386,1.681,0.0386586,1.681,0.00854238,1.681,0.00910192,1.681,0.0261184,1.681,0.0259538,1.681,0.0256905,1.681,0.0258551,1.681,0.00933231,1.681,0.00900318
,,1.682,-0.000839797,1.682,0.0386915,1.682,0.00808159,1.682,0.00959563,1.682,0.0259209,1.682,0.0263159,1.682,0.0256576,1.682,0.0259209,1.682,0.00933231,1.682,0.00913483
,,1.683,-0.000852975,1.683,0.0395144,1.683,0.00883861,1.683,0.00880569,1.683,0.0259538,1.683,0.0267109,1.683,0.0256576,1.683,0.0250652,1.683,0.00933231,1.683,0.0095298
,,1.684,-0.000839797,1.684,0.0397448,1.684,0.00890443,1.684,0.00923357,1.684,0.0260855,1.684,0.0251968,1.684,0.0257234,1.684,0.025526,1.684,0.00933231,1.684,0.00943106
,,1.685,-0.000852975,1.685,0.0399423,1.685,0.00910192,1.685,0.00949688,1.685,0.0260855,1.685,0.0259868,1.685,0.0257564,1.685,0.0259538,1.685,0.0092994,1.685,0.00995768
,,1.686,-0.000846386,1.686,0.0396131,1.686,0.00946397,1.686,0.00969437,1.686,0.0260197,1.686,0.0259209,1.686,0.0257893,1.686,0.025526,1.686,0.00933231,1.686,0.00873986
,,1.687,-0.000866153,1.687,0.0392511,1.687,0.00841072,1.687,0.00900318,1.687,0.0260855,1.687,0.0264146,1.687,0.0257893,1.687,0.0250652,1.687,0.0092994,1.687,0.00913483
,,1.688,-0.000852975,1.688,0.0389219,1.688,0.00831198,1.688,0.00920066,1.688,0.0261184,1.688,0.0256247,1.688,0.0256905,1.688,0.0253614,1.688,0.0092994,1.688,0.009069
,,1.689,-0.000826619,1.689,0.039646,1.689,0.00837781,1.689,0.00939814,1.689,0.0261842,1.689,0.0259209,1.689,0.0256576,1.689,0.0257893,1.689,0.00933231,1.689,0.00946397
,,1.69,-0.000833208,1.69,0.0393827,1.69,0.00910192,1.69,0.00923357,1.69,0.0261184,1.69,0.0262501,1.69,0.0255918,1.69,0.0259209,1.69,0.00933231,1.69,0.00943106
,,1.691,-0.000859564,1.691,0.0398435,1.691,0.00923357,1.691,0.00850947,1.691,0.0260526,1.691,0.0263488,1.691,0.0255918,1.691,0.0249335,1.691,0.00939814,1.691,0.00985894
,,1.692,-0.000839797,1.692,0.0397777,1.692,0.00920066,1.692,0.00873986,1.692,0.0260855,1.692,0.0254601,1.692,0.0256247,1.692,0.0254272,1.692,0.00933231,1.692,0.00860821
,,1.693,-0.000826619,1.693,0.0383295,1.693,0.0083449,1.693,0.00897026,1.693,0.0261184,1.693,0.0262501,1.693,0.0256576,1.693,0.0259538,1.693,0.00939814,1.693,0.00916774
,,1.694,-0.000852975,1.694,0.0391852,1.694,0.00827907,1.694,0.00962854,1.694,0.0261842,1.694,0.0260526,1.694,0.0256905,1.694,0.0253943,1.694,0.00939814,1.694,0.009069
,,1.695,-0.000859564,1.695,0.039646,1.695,0.00870695,1.695,0.00900318,1.695,0.0261842,1.695,0.026645,1.695,0.0256905,1.695,0.0249335,1.695,0.00939814,1.695,0.00995768
,,1.696,-0.000846386,1.696,0.0402385,1.696,0.00920066,1.696,0.00962854,1.696,0.0261184,1.696,0.0255589,1.696,0.0256576,1.696,0.0254601,1.696,0.00943106,1.696,0.0097602
,,1.697,-0.000852975,1.697,0.0402714,1.697,0.00910192,1.697,0.00949688,1.697,0.0261513,1.697,0.0258551,1.697,0.0257234,1.697,0.0258222,1.697,0.0092994,1.697,0.00982602
,,1.698,-0.000839797,1.698,0.0391852,1.698,0.00827907,1.698,0.00926649,1.698,0.0260855,1.698,0.0263159,1.698,0.0256247,1.698,0.0264146,1.698,0.00933231,1.698,0.00873986
,,1.699,-0.000872742,1.699,0.0387244,1.699,0.0083449,1.699,0.009069,1.699,0.0260526,1.699,0.026283,1.699,0.0256247,1.699,0.0249993,1.699,0.0092994,1.699,0.00916774
,,1.7,-0.000813441,1.7,0.0396131,1.7,0.00854238,1.7,0.00903609,1.7,0.0260197,1.7,0.0252297,1.7,0.0255918,1.7,0.0259868,1.7,0.00933231,1.7,0.00949688
,,1.701,-0.000866153,1.701,0.039646,1.701,0.00900318,1.701,0.00933231,1.701,0.0261842,1.701,0.0261513,1.701,0.0257234,1.701,0.026283,1.701,0.0092994,1.701,0.00939814
,,1.702,-0.000852975,1.702,0.0397448,1.702,0.00893735,1.702,0.00867404,1.702,0.0262172,1.702,0.0264146,1.702,0.0257893,1.702,0.0265792,1.702,0.0092994,1.702,0.0097602
,,1.703,-0.000846386,1.703,0.0397119,1.703,0.00939814,1.703,0.00913483,1.703,0.0261513,1.703,0.0266121,1.703,0.0257564,1.703,0.0249664,1.703,0.00933231,1.703,0.00864112
,,1.704,-0.000852975,1.704,0.0382636,1.704,0.00804867,1.704,0.0095298,1.704,0.0262172,1.704,0.0261842,1.704,0.0257564,1.704,0.0254931,1.704,0.00933231,1.704,0.00933231
,,1.705,-0.000872742,1.705,0.0394815,1.705,0.00818033,1.705,0.00956271,1.705,0.0261184,1.705,0.0259538,1.705,0.0256247,1.705,0.0259538,1.705,0.00936523,1.705,0.00956271
,,1.706,-0.000852975,1.706,0.0398106,1.706,0.00883861,1.706,0.00841072,1.706,0.0261842,1.706,0.0264146,1.706,0.0255918,1.706,0.026283,1.706,0.00933231,1.706,0.00900318
,,1.707,-0.000826619,1.707,0.0398106,1.707,0.00883861,1.707,0.00893735,1.707,0.0260526,1.707,0.0266121,1.707,0.0255589,1.707,0.0250652,1.707,0.00939814,1.707,0.00966145
,,1.708,-0.000859564,1.708,0.0399752,1.708,0.00923357,1.708,0.00903609,1.708,0.0260197,1.708,0.0254931,1.708,0.0255589,1.708,0.0253285,1.708,0.00939814,1.708,0.00943106
,,1.709,-0.000839797,1.709,0.0395802,1.709,0.00916774,1.709,0.00913483,1.709,0.0260197,1.709,0.0261184,1.709,0.0256247,1.709,0.0257564,1.709,0.00939814,1.709,0.00814741
,,1.71,-0.000859564,1.71,0.0389548,1.71,0.00781827,1.71,0.00864112,1.71,0.0261842,1.71,0.0262172,1.71,0.0257234,1.71,0.0261842,1.71,0.00933231,1.71,0.00913483
,,1.711,-0.000833208,1.711,0.0391194,1.711,0.00850947,1.711,0.00923357,1.711,0.0262172,1.711,0.0263817,1.711,0.0256905,1.711,0.0259538,1.711,0.00933231,1.711,0.00923357
,,1.712,-0.000846386,1.712,0.0394815,1.712,0.00910192,1.712,0.00956271,1.712,0.0261513,1.712,0.025888,1.712,0.0256576,1.712,0.0252627,1.712,0.00939814,1.712,0.00966145
,,1.713,-0.000846386,1.713,0.0401727,1.713,0.00870695,1.713,0.00887152,1.713,0.0261513,1.713,0.0260526,1.713,0.0256905,1.713,0.0255589,1.713,0.0092994,1.713,0.00936523
,,1.714,-0.000839797,1.714,0.0399423,1.714,0.009069,1.714,0.00900318,1.714,0.0260526,1.714,0.0262172,1.714,0.0255918,1.714,0.0255589,1.714,0.00936523,1.714,0.00972728
,,1.715,-0.000852975,1.715,0.0381978,1.715,0.0081145,1.715,0.00939814,1.715,0.0260855,1.715,0.0259538,1.715,0.0255918,1.715,0.025888,1.715,0.0092994,1.715,0.00844364
,,1.716,-0.000839797,1.716,0.0383295,1.716,0.00804867,1.716,0.00949688,1.716,0.0259538,1.716,0.025888,1.716,0.0256576,1.716,0.0263488,1.716,0.0092994,1.716,0.0092994
,,1.717,-0.000839797,1.717,0.0395144,1.717,0.00897026,1.717,0.00887152,1.717,0.0259868,1.717,0.0260197,1.717,0.0256576,1.717,0.0256905,1.717,0.0092994,1.717,0.00959563
,,1.718,-0.000852975,1.718,0.039646,1.718,0.00916774,1.718,0.00877278,1.718,0.0261842,1.718,0.0263159,1.718,0.0257234,1.718,0.0253285,1.718,0.0092994,1.718,0.00913483
,,1.719,-0.000872742,1.719,0.0401068,1.719,0.00920066,1.719,0.00900318,1.719,0.0261513,1.719,0.0252297,1.719,0.0257893,1.719,0.0255918,1.719,0.00933231,1.719,0.00933231
,,1.72,-0.000852975,1.72,0.040041,1.72,0.00936523,1.72,0.00936523,1.72,0.0261184,1.72,0.0262172,1.72,0.0257564,1.72,0.0259868,1.72,0.00936523,1.72,0.009069
,,1.721,-0.000852975,1.721,0.0383624,1.721,0.0078841,1.721,0.00939814,1.721,0.0261513,1.721,0.026645,1.721,0.0256905,1.721,0.0259209,1.721,0.00933231,1.721,0.00933231
,,1.722,-0.000839797,1.722,0.0392511,1.722,0.00814741,1.722,0.00939814,1.722,0.0261842,1.722,0.0264805,1.722,0.0256247,1.722,0.0262172,1.722,0.00926649,1.722,0.00936523
,,1.723,-0.000866153,1.723,0.0397119,1.723,0.00916774,1.723,0.00883861,1.723,0.0261513,1.723,0.0258222,1.723,0.0255918,1.723,0.0258551,1.723,0.00933231,1.723,0.00982602
,,1.724,-0.000866153,1.724,0.0398764,1.724,0.00900318,1.724,0.00903609,1.724,0.0261184,1.724,0.0259209,1.724,0.0254931,1.724,0.0248019,1.724,0.00939814,1.724,0.00985894
,,1.725,-0.000826619,1.725,0.0398435,1.725,0.00926649,1.725,0.009069,1.725,0.0260855,1.725,0.0262172,1.725,0.0255589,1.725,0.0252956,1.725,0.00939814,1.725,0.00850947
,,1.726,-0.000859564,1.726,0.0383953,1.726,0.00883861,1.726,0.00936523,1.726,0.0261513,1.726,0.0265792,1.726,0.0255589,1.726,0.0259868,1.726,0.00933231,1.726,0.00897026
,,1.727,-0.000859564,1.727,0.0386257,1.727,0.00778536,1.727,0.00936523,1.727,0.0262172,1.727,0.025526,1.727,0.0256247,1.727,0.0257893,1.727,0.00933231,1.727,0.0092994
,,1.728,-0.000852975,1.728,0.0394486,1.728,0.00870695,1.728,0.00949688,1.728,0.0261842,1.728,0.0260855,1.728,0.0255918,1.728,0.0260197,1.728,0.00936523,1.728,0.00946397
,,1.729,-0.000852975,1.729,0.0397448,1.729,0.009069,1.729,0.00873986,1.729,0.0262172,1.729,0.0259868,1.729,0.0256576,1.729,0.0263817,1.729,0.00936523,1.729,0.00913483
,,1.73,-0.000852975,1.73,0.0398106,1.73,0.00920066,1.73,0.00841072,1.73,0.0260526,1.73,0.0261513,1.73,0.0256576,1.73,0.0259209,1.73,0.00933231,1.73,0.00850947
,,1.731,-0.000846386,1.731,0.040436,1.731,0.00933231,1.731,0.00939814,1.731,0.0260526,1.731,0.0260526,1.731,0.0256576,1.731,0.0248677,1.731,0.0092994,1.731,0.00900318
,,1.732,-0.000852975,1.732,0.0382636,1.732,0.00847655,1.732,0.0095298,1.732,0.0260526,1.732,0.0256247,1.732,0.0256247,1.732,0.0258551,1.732,0.00933231,1.732,0.00956271
,,1.733,-0.000839797,1.733,0.0386257,1.733,0.00814741,1.733,0.00939814,1.733,0.025888,1.733,0.0257234,1.733,0.0256576,1.733,0.0261184,1.733,0.00926649,1.733,0.00966145
,,1.734,-0.000852975,1.734,0.038889,1.734,0.00847655,1.734,0.00900318,1.734,0.0259868,1.734,0.025888,1.734,0.0257234,1.734,0.0265792,1.734,0.0092994,1.734,0.0097602
,,1.735,-0.000846386,1.735,0.0393169,1.735,0.00880569,1.735,0.00877278,1.735,0.0261513,1.735,0.0265463,1.735,0.0257564,1.735,0.0258551,1.735,0.0092994,1.735,0.00870695
,,1.736,-0.000859564,1.736,0.039284,1.736,0.00956271,1.736,0.00943106,1.736,0.0261513,1.736,0.026645,1.736,0.0256905,1.736,0.0254272,1.736,0.0092994,1.736,0.00867404
,,1.737,-0.000846386,1.737,0.0402385,1.737,0.00778536,1.737,0.00939814,1.737,0.0261513,1.737,0.0257234,1.737,0.0257564,1.737,0.0259209,1.737,0.00933231,1.737,0.009069
,,1.738,-0.000879331,1.738,0.0386257,1.738,0.00827907,1.738,0.00946397,1.738,0.0260855,1.738,0.0255589,1.738,0.0257234,1.738,0.0254601,1.738,0.00933231,1.738,0.00923357
,,1.739,-0.000846386,1.739,0.0392511,1.739,0.00877278,1.739,0.00883861,1.739,0.0262172,1.739,0.0262501,1.739,0.025526,1.739,0.025526,1.739,0.00926649,1.739,0.00985894
,,1.74,-0.000839797,1.74,0.039646,1.74,0.00913483,1.74,0.00860821,1.74,0.0262172,1.74,0.0263817,1.74,0.025526,1.74,0.0258222,1.74,0.00933231,1.74,0.00873986
,,1.741,-0.000852975,1.741,0.0400081,1.741,0.00959563,1.741,0.00897026,1.741,0.0260526,1.741,0.0268096,1.741,0.0255589,1.741,0.0248019,1.741,0.00933231,1.741,0.00916774
,,1.742,-0.000859564,1.742,0.0397777,1.742,0.00827907,1.742,0.00926649,1.742,0.0260526,1.742,0.0265463,1.742,0.0256247,1.742,0.0251968,1.742,0.00936523,1.742,0.00939814
,,1.743,-0.000852975,1.743,0.0388232,1.743,0.00847655,1.743,0.00933231,1.743,0.0260855,1.743,0.0260855,1.743,0.0255918,1.743,0.0257234,1.743,0.00936523,1.743,0.00985894
,,1.744,-0.000859564,1.744,0.0396789,1.744,0.00913483,1.744,0.00923357,1.744,0.0261842,1.744,0.0256247,1.744,0.0255918,1.744,0.0261184,1.744,0.00933231,1.744,0.00883861
,,1.745,-0.000866153,1.745,0.0394815,1.745,0.00903609,1.745,0.00883861,1.745,0.0261513,1.745,0.0261513,1.745,0.0256247,1.745,0.0260526,1.745,0.00936523,1.745,0.00946397
,,1.746,-0.000859564,1.746,0.0402385,1.746,0.00933231,1.746,0.00916774,1.746,0.0260855,1.746,0.0262172,1.746,0.0256905,1.746,0.0261842,1.746,0.00939814,1.746,0.00943106
,,1.747,-0.000852975,1.747,0.0398435,1.747,0.00791702,1.747,0.0092994,1.747,0.0260197,1.747,0.0265134,1.747,0.0257564,1.747,0.0245056,1.747,0.00936523,1.747,0.00982602
,,1.748,-0.000872742,1.748,0.038494,1.748,0.00821324,1.748,0.00999059,1.748,0.0259868,1.748,0.026678,1.748,0.0256247,1.748,0.0248348,1.748,0.0092994,1.748,0.00870695
,,1.749,-0.000833208,1.749,0.0394486,1.749,0.00864112,1.749,0.00943106,1.749,0.025888,1.749,0.0259209,1.749,0.0255918,1.749,0.0254931,1.749,0.00926649,1.749,0.00890443
,,1.75,-0.000846386,1.75,0.0399423,1.75,0.00936523,1.75,0.00916774,1.75,0.0259538,1.75,0.0253285,1.75,0.0256576,1.75,0.0261842,1.75,0.00923357,1.75,0.0095298
,,1.751,-0.000839797,1.751,0.0398764,1.751,0.00910192,1.751,0.00880569,1.751,0.0261513,1.751,0.0260855,1.751,0.0256905,1.751,0.026283,1.751,0.0092994,1.751,0.0100235
,,1.752,-0.000866153,1.752,0.0388232,1.752,0.00933231,1.752,0.00933231,1.752,0.0260526,1.752,0.0262172,1.752,0.0256905,1.752,0.0261513,1.752,0.00933231,1.752,0.00877278
,,1.753,-0.000846386,1.753,0.0392511,1.753,0.00827907,1.753,0.00943106,1.753,0.0260526,1.753,0.0267438,1.753,0.0257564,1.753,0.0256905,1.753,0.0092994,1.753,0.00933231
,,1.754,-0.000846386,1.754,0.0390207,1.754,0.00893735,1.754,0.00943106,1.754,0.0261184,1.754,0.025526,1.754,0.0257234,1.754,0.0249664,1.754,0.00926649,1.754,0.00939814
,,1.755,-0.000846386,1.755,0.0394815,1.755,0.0092994,1.755,0.00893735,1.755,0.0261513,1.755,0.0263488,1.755,0.0256576,1.755,0.0252297,1.755,0.00926649,1.755,0.0095298
,,1.756,-0.000846386,1.756,0.0402056,1.756,0.00900318,1.756,0.0092994,1.756,0.0261513,1.756,0.0266121,1.756,0.0255918,1.756,0.0256905,1.756,0.00936523,1.756,0.0092994
,,1.757,-0.000852975,1.757,0.0404689,1.757,0.00814741,1.757,0.00897026,1.757,0.0260526,1.757,0.0260855,1.757,0.0255589,1.757,0.0261513,1.757,0.00936523,1.757,0.00959563
,,1.758,-0.000872742,1.758,0.0382966,1.758,0.00893735,1.758,0.009069,1.758,0.0260197,1.758,0.0267438,1.758,0.0255589,1.758,0.0257893,1.758,0.00936523,1.758,0.00956271
,,1.759,-0.000846386,1.759,0.0389219,1.759,0.00890443,1.759,0.00913483,1.759,0.0260526,1.759,0.0261184,1.759,0.0256905,1.759,0.0257234,1.759,0.00939814,1.759,0.00956271
,,1.76,-0.000839797,1.76,0.0390865,1.76,0.00897026,1.76,0.00962854,1.76,0.0260855,1.76,0.0257234,1.76,0.0256576,1.76,0.0249006,1.76,0.00939814,1.76,0.00897026
,,1.761,-0.000852975,1.761,0.039646,1.761,0.00926649,1.761,0.00860821,1.761,0.0262172,1.761,0.0263488,1.761,0.0257234,1.761,0.0256247,1.761,0.00936523,1.761,0.00939814
,,1.762,-0.000866153,1.762,0.0398764,1.762,0.00847655,1.762,0.00893735,1.762,0.0261184,1.762,0.0260197,1.762,0.0256576,1.762,0.026283,1.762,0.00933231,1.762,0.00982602
,,1.763,-0.000859564,1.763,0.0388232,1.763,0.00870695,1.763,0.00933231,1.763,0.0261184,1.763,0.026678,1.763,0.0257234,1.763,0.0259868,1.763,0.00933231,1.763,0.00939814
,,1.764,-0.000839797,1.764,0.0389548,1.764,0.00900318,1.764,0.00923357,1.764,0.0260526,1.764,0.0263159,1.764,0.0256905,1.764,0.0261513,1.764,0.0092994,1.764,0.00827907
,,1.765,-0.000852975,1.765,0.0400739,1.765,0.0092994,1.765,0.00943106,1.765,0.0260526,1.765,0.0254931,1.765,0.0257234,1.765,0.0256576,1.765,0.0092994,1.765,0.0095298
,,1.766,-0.000833208,1.766,0.0395802,1.766,0.00893735,1.766,0.00854238,1.766,0.0259538,1.766,0.025526,1.766,0.0256247,1.766,0.0247689,1.766,0.00926649,1.766,0.00962854
,,1.767,-0.000859564,1.767,0.0400739,1.767,0.00837781,1.767,0.00887152,1.767,0.025888,1.767,0.0261842,1.767,0.0256576,1.767,0.0257564,1.767,0.0092994,1.767,0.00985894
,,1.768,-0.000859564,1.768,0.0375066,1.768,0.00890443,1.768,0.00923357,1.768,0.0260526,1.768,0.026283,1.768,0.0257564,1.768,0.0256905,1.768,0.00926649,1.768,0.00877278
,,1.769,-0.000859564,1.769,0.0389219,1.769,0.00920066,1.769,0.00966145,1.769,0.0261513,1.769,0.0263159,1.769,0.0256905,1.769,0.0265134,1.769,0.00926649,1.769,0.00916774
,,1.77,-0.000859564,1.77,0.0398435,1.77,0.00913483,1.77,0.00972728,1.77,0.0260855,1.77,0.0264146,1.77,0.0257564,1.77,0.0261184,1.77,0.0092994,1.77,0.0095298
,,1.771,-0.000852975,1.771,0.0398764,1.771,0.00844364,1.771,0.00943106,1.771,0.0261184,1.771,0.0254931,1.771,0.0257893,1.771,0.0260855,1.771,0.0092994,1.771,0.00985894
,,1.772,-0.000839797,1.772,0.0393498,1.772,0.00827907,1.772,0.00873986,1.772,0.0262172,1.772,0.0258222,1.772,0.0257234,1.772,0.0245715,1.772,0.0092994,1.772,0.00923357
,,1.773,-0.000846386,1.773,0.0385928,1.773,0.00897026,1.773,0.009069,1.773,0.0261513,1.773,0.026283,1.773,0.0255589,1.773,0.0249993,1.773,0.0092994,1.773,0.00966145
,,1.774,-0.000833208,1.774,0.0395473,1.774,0.00893735,1.774,0.00936523,1.774,0.0259868,1.774,0.0265463,1.774,0.0255589,1.774,0.0256576,1.774,0.00933231,1.774,0.00946397
,,1.775,-0.000846386,1.775,0.0399093,1.775,0.00913483,1.775,0.00936523,1.775,0.0260526,1.775,0.025888,1.775,0.0255918,1.775,0.0257564,1.775,0.00936523,1.775,0.00949688
,,1.776,-0.000859564,1.776,0.039284,1.776,0.009069,1.776,0.00900318,1.776,0.0260526,1.776,0.0267767,1.776,0.0257234,1.776,0.0260197,1.776,0.00939814,1.776,0.00893735
,,1.777,-0.000852975,1.777,0.0384282,1.777,0.0081145,1.777,0.00972728,1.777,0.0260526,1.777,0.0256576,1.777,0.0256576,1.777,0.025888,1.777,0.00939814,1.777,0.0092994
,,1.778,-0.000846386,1.778,0.0394815,1.778,0.00900318,1.778,0.00873986,1.778,0.0261842,1.778,0.0256576,1.778,0.0256576,1.778,0.0260855,1.778,0.00936523,1.778,0.0101881
,,1.779,-0.000852975,1.779,0.040041,1.779,0.00936523,1.779,0.009069,1.779,0.0261842,1.779,0.025888,1.779,0.0256576,1.779,0.024736,1.779,0.00936523,1.779,0.0097602
,,1.78,-0.000806852,1.78,0.0401727,1.78,0.00873986,1.78,0.00893735,1.78,0.0260526,1.78,0.0262501,1.78,0.0257234,1.78,0.0255589,1.78,0.00933231,1.78,0.00939814
,,1.781,-0.000846386,1.781,0.040041,1.781,0.00870695,1.781,0.00969437,1.781,0.0260526,1.781,0.0264476,1.781,0.0256905,1.781,0.0257564,1.781,0.0092994,1.781,0.00936523
,,1.782,-0.000866153,1.782,0.0384282,1.782,0.00887152,1.782,0.00959563,1.782,0.025888,1.782,0.0259209,1.782,0.0256576,1.782,0.026283,1.782,0.00923357,1.782,0.00933231
,,1.783,-0.000866153,1.783,0.0389548,1.783,0.00933231,1.783,0.00880569,1.783,0.0259209,1.783,0.0256247,1.783,0.0256905,1.783,0.0261184,1.783,0.0092994,1.783,0.00962854
,,1.784,-0.000852975,1.784,0.0397119,1.784,0.00798284,1.784,0.00910192,1.784,0.0260855,1.784,0.0252627,1.784,0.0257234,1.784,0.0260197,1.784,0.00926649,1.784,0.00916774
,,1.785,-0.000839797,1.785,0.0401727,1.785,0.00857529,1.785,0.00883861,1.785,0.0260855,1.785,0.026283,1.785,0.0257893,1.785,0.0249993,1.785,0.00926649,1.785,0.0092994
,,1.786,-0.000859564,1.786,0.0393827,1.786,0.00920066,1.786,0.00943106,1.786,0.0260526,1.786,0.0262172,1.786,0.0257893,1.786,0.0249335,1.786,0.00933231,1.786,0.00966145
,,1.787,-0.000846386,1.787,0.0394486,1.787,0.00969437,1.787,0.00943106,1.787,0.0260526,1.787,0.0265792,1.787,0.0257564,1.787,0.0257234,1.787,0.0092994,1.787,0.00880569
,,1.788,-0.000839797,1.788,0.0398106,1.788,0.0081145,1.788,0.00903609,1.788,0.0260855,1.788,0.0265134,1.788,0.0257564,1.788,0.0255589,1.788,0.00933231,1.788,0.00910192
,,1.789,-0.000866153,1.789,0.0399423,1.789,0.00883861,1.789,0.00880569,1.789,0.0262172,1.789,0.0262172,1.789,0.0256247,1.789,0.0253614,1.789,0.00926649,1.789,0.00949688
,,1.79,-0.000852975,1.79,0.0385599,1.79,0.00887152,1.79,0.00900318,1.79,0.0260855,1.79,0.0256905,1.79,0.0255918,1.79,0.0261184,1.79,0.00936523,1.79,0.00979311
,,1.791,-0.000833208,1.791,0.0392511,1.791,0.009069,1.791,0.0092994,1.791,0.0260855,1.791,0.0262501,1.791,0.0256247,1.791,0.0249993,1.791,0.00936523,1.791,0.00880569
,,1.792,-0.000846386,1.792,0.0396131,1.792,0.00827907,1.792,0.00916774,1.792,0.0261513,1.792,0.0260526,1.792,0.0255918,1.792,0.0256905,1.792,0.00936523,1.792,0.00897026
,,1.793,-0.000839797,1.793,0.040041,1.793,0.00913483,1.793,0.00962854,1.793,0.0260855,1.793,0.0264476,1.793,0.0256905,1.793,0.0254931,1.793,0.00936523,1.793,0.00946397
,,1.794,-0.000852975,1.794,0.0385928,1.794,0.00933231,1.794,0.0095298,1.794,0.0261842,1.794,0.0263488,1.794,0.0256905,1.794,0.0259538,1.794,0.00936523,1.794,0.00939814
,,1.795,-0.000846386,1.795,0.0398435,1.795,0.00857529,1.795,0.00900318,1.795,0.0261842,1.795,0.0259209,1.795,0.0256905,1.795,0.0262501,1.795,0.00933231,1.795,0.00864112
,,1.796,-0.000839797,1.796,0.0397448,1.796,0.00910192,1.796,0.009069,1.796,0.0261184,1.796,0.0256905,1.796,0.0257234,1.796,0.0263488,1.796,0.00939814,1.796,0.00900318
,,1.797,-0.000839797,1.797,0.0397448,1.797,0.00887152,1.797,0.00936523,1.797,0.0261184,1.797,0.0259538,1.797,0.0257564,1.797,0.0260197,1.797,0.00933231,1.797,0.00939814
,,1.798,-0.000859564,1.798,0.0389219,1.798,0.00910192,1.798,0.00897026,1.798,0.0260197,1.798,0.0262172,1.798,0.0256905,1.798,0.0249006,1.798,0.0092994,1.798,0.00959563
,,1.799,-0.000833208,1.799,0.0395144,1.799,0.00791702,1.799,0.00897026,1.799,0.0259868,1.799,0.0260197,1.799,0.0256247,1.799,0.0254931,1.799,0.00926649,1.799,0.00913483
,,1.8,-0.000846386,1.8,0.0396789,1.8,0.00870695,1.8,0.00877278,1.8,0.0259868,1.8,0.0260855,1.8,0.0257234,1.8,0.0257893,1.8,0.00933231,1.8,0.00936523
,,1.801,-0.000859564,1.801,0.0386257,1.801,0.00936523,1.801,0.009069,1.801,0.0261513,1.801,0.0258222,1.801,0.0257234,1.801,0.0267438,1.801,0.00926649,1.801,0.00916774
,,1.802,-0.000846386,1.802,0.0395144,1.802,0.00933231,1.802,0.00933231,1.802,0.0260526,1.802,0.0259538,1.802,0.0257234,1.802,0.0260855,1.802,0.00923357,1.802,0.00923357
,,1.803,-0.000846386,1.803,0.0401068,1.803,0.00781827,1.803,0.009069,1.803,0.0261513,1.803,0.0257893,1.803,0.0257893,1.803,0.0262172,1.803,0.00933231,1.803,0.00962854
,,1.804,-0.000846386,1.804,0.0404031,1.804,0.00890443,1.804,0.0097602,1.804,0.0260526,1.804,0.0259209,1.804,0.0257893,1.804,0.025131,1.804,0.00926649,1.804,0.00824615
,,1.805,-0.000846386,1.805,0.0391194,1.805,0.0092994,1.805,0.00943106,1.805,0.0261184,1.805,0.026678,1.805,0.0256905,1.805,0.0250652,1.805,0.00923357,1.805,0.00910192
,,1.806,-0.000833208,1.806,0.0395802,1.806,0.00850947,1.806,0.00893735,1.806,0.0261184,1.806,0.0268425,1.806,0.0255918,1.806,0.0253614,1.806,0.0092994,1.806,0.00926649
,,1.807,-0.000859564,1.807,0.0400739,1.807,0.00850947,1.807,0.00870695,1.807,0.0260526,1.807,0.0259538,1.807,0.0255589,1.807,0.0259209,1.807,0.00933231,1.807,0.00946397
,,1.808,-0.000866153,1.808,0.0389878,1.808,0.00920066,1.808,0.00873986,1.808,0.0260197,1.808,0.0252627,1.808,0.0255918,1.808,0.0260855,1.808,0.00939814,1.808,0.00946397
,,1.809,-0.000859564,1.809,0.0394486,1.809,0.00939814,1.809,0.00903609,1.809,0.0260855,1.809,0.0266121,1.809,0.0256247,1.809,0.0263159,1.809,0.00933231,1.809,0.00939814
,,1.81,-0.000859564,1.81,0.0394486,1.81,0.00804867,1.81,0.0092994,1.81,0.0261513,1.81,0.0259868,1.81,0.0256905,1.81,0.0251968,1.81,0.0092994,1.81,0.00864112
,,1.811,-0.000846386,1.811,0.0393169,1.811,0.00913483,1.811,0.0092994,1.811,0.0261513,1.811,0.0268425,1.811,0.0257234,1.811,0.0255589,1.811,0.0092994,1.811,0.00920066
,,1.812,-0.000859564,1.812,0.0383953,1.812,0.00916774,1.812,0.00877278,1.812,0.0261184,1.812,0.0265134,1.812,0.0257234,1.812,0.0255589,1.812,0.00936523,1.812,0.00916774
,,1.813,-0.000852975,1.813,0.0393827,1.813,0.0095298,1.813,0.00880569,1.813,0.0261184,1.813,0.0267438,1.813,0.0256905,1.813,0.0259209,1.813,0.00933231,1.813,0.00992477
,,1.814,-0.000846386,1.814,0.0400081,1.814,0.00857529,1.814,0.00920066,1.814,0.0260855,1.814,0.0253285,1.814,0.0256905,1.814,0.0256905,1.814,0.0092994,1.814,0.00949688
