Time - Voltage,Amplitude - Voltage
0.41,-0.0013933
0.411,-0.000899781
0.412,8.72E-05
0.413,0.000416259
0.414,0.000580764
0.415,8.72E-05
0.416,-0.000241761
0.417,-0.000735276
0.418,-0.000899781
0.419,-0.00122879
0.42,-0.00106429
0.421,-0.000570771
0.422,-7.73E-05
0.423,8.72E-05
0.424,0.000416259
0.425,0.000251754
0.426,-0.000241761
0.427,-0.000570771
0.428,-0.00106429
0.429,-0.0015578
0.43,-0.00122879
0.431,-0.000735276
0.432,-0.000406266
0.433,0.000251754
0.434,0.000745269
0.435,0.000251754
0.436,-0.000241761
0.437,-0.000735276
0.438,-0.0013933
0.439,-0.00122879
0.44,-0.000899781
0.441,-0.000570771
0.442,-0.000241761
0.443,0.000251754
0.444,0.000416259
0.445,0.000251754
0.446,-7.73E-05
0.447,-0.000735276
0.448,-0.00122879
0.449,-0.00122879
0.45,-0.00122879
0.451,-0.000899781
0.452,-7.73E-05
0.453,0.000416259
0.454,0.000745269
0.455,0.000251754
0.456,-0.000241761
0.457,-0.000570771
0.458,-0.000899781
0.459,-0.00122879
0.46,-0.00122879
0.461,-0.000735276
0.462,-0.000241761
0.463,8.72E-05
0.464,0.000580764
0.465,0.000416259
0.466,8.72E-05
0.467,-0.000406266
0.468,-0.00122879
0.469,-0.00122879
0.47,-0.00122879
0.471,-0.000735276
0.472,-0.000241761
0.473,8.72E-05
0.474,0.000580764
0.475,0.000251754
0.476,8.72E-05
0.477,-0.000735276
0.478,-0.00122879
0.479,-0.00122879
0.48,-0.00122879
0.481,-0.000899781
0.482,-0.000241761
0.483,0.000251754
0.484,0.000416259
0.485,0.000251754
0.486,-0.000241761
0.487,-0.000735276
0.488,-0.00106429
0.489,-0.0013933
0.49,-0.0013933
0.491,-0.000899781
0.492,-0.000241761
0.493,8.72E-05
0.494,0.000580764
0.495,0.000251754
0.496,-7.73E-05
0.497,-0.000406266
0.498,-0.00122879
0.499,-0.0013933
0.5,-0.000899781
0.501,-0.000899781
0.502,-0.000241761
0.503,0.000580764
0.504,0.000580764
0.505,0.000251754
0.506,-7.73E-05
0.507,-0.000570771
0.508,-0.000899781
0.509,-0.00122879
0.51,-0.00122879
0.511,-0.000735276
0.512,-0.000241761
0.513,0.000251754
0.514,0.000909774
0.515,0.000580764
0.516,-0.000241761
0.517,-0.000570771
0.518,-0.00106429
0.519,-0.00122879
0.52,-0.00106429
0.521,-0.000735276
0.522,-0.000406266
0.523,8.72E-05
0.524,0.000416259
0.525,0.000251754
0.526,-7.73E-05
0.527,-0.000735276
0.528,-0.000735276
0.529,-0.0013933
0.53,-0.0013933
0.531,-0.000899781
0.532,-0.000406266
0.533,0.000251754
0.534,0.000580764
0.535,0.000416259
0.536,-7.73E-05
0.537,-0.000735276
0.538,-0.00122879
0.539,-0.00106429
0.54,-0.00106429
0.541,-0.000899781
0.542,-0.000570771
0.543,8.72E-05
0.544,0.000251754
0.545,0.000416259
0.546,-0.000406266
0.547,-0.000570771
0.548,-0.000899781
0.549,-0.0013933
0.55,-0.0013933
0.551,-0.000899781
0.552,-0.000241761
0.553,0.000416259
0.554,0.000580764
0.555,0.000580764
0.556,-0.000241761
0.557,-0.000570771
0.558,-0.0013933
0.559,-0.00106429
0.56,-0.0013933
0.561,-0.000570771
0.562,-0.000241761
0.563,8.72E-05
0.564,0.000580764
0.565,0.000251754
0.566,-0.000241761
0.567,-0.000570771
0.568,-0.00106429
0.569,-0.0013933
0.57,-0.00122879
0.571,-0.000899781
0.572,8.72E-05
0.573,8.72E-05
0.574,0.000745269
0.575,0.000416259
0.576,-0.000241761
0.577,-0.000570771
0.578,-0.00122879
0.579,-0.00122879
0.58,-0.00122879
0.581,-0.000899781
0.582,-0.000241761
0.583,8.72E-05
0.584,0.000416259
0.585,0.000580764
0.586,8.72E-05
0.587,-0.000570771
0.588,-0.000899781
0.589,-0.00122879
0.59,-0.0013933
0.591,-0.000899781
0.592,-0.000406266
0.593,0.000251754
0.594,0.000745269
0.595,0.000251754
0.596,8.72E-05
0.597,-0.000570771
0.598,-0.00122879
0.599,-0.00122879
0.6,-0.00106429
0.601,-0.000735276
0.602,-0.000406266
0.603,0.000416259
0.604,0.000580764
0.605,0.000251754
0.606,8.72E-05
0.607,-0.000735276
0.608,-0.00106429
0.609,-0.0013933
0.61,-0.00122879
0.611,-0.000899781
0.612,-0.000241761
0.613,8.72E-05
0.614,0.000580764
0.615,0.000416259
0.616,0.000251754
0.617,-0.000570771
0.618,-0.00122879
0.619,-0.0015578
0.62,-0.000899781
0.621,-0.000570771
0.622,-0.000241761
0.623,8.72E-05
0.624,0.000580764
0.625,0.000251754
0.626,-7.73E-05
0.627,-0.000406266
0.628,-0.000899781
0.629,-0.00122879
0.63,-0.00106429
0.631,-0.000899781
0.632,-0.000406266
0.633,0.000251754
0.634,0.000580764
0.635,0.000580764
0.636,-0.000241761
0.637,-0.000570771
0.638,-0.0013933
0.639,-0.00122879
0.64,-0.00122879
0.641,-0.00106429
0.642,8.72E-05
0.643,0.000251754
0.644,-7.73E-05
0.645,0.000580764
0.646,8.72E-05
0.647,-0.000570771
0.648,-0.00106429
0.649,-0.00122879
0.65,-0.0013933
0.651,-0.00106429
0.652,-0.000241761
0.653,8.72E-05
0.654,0.000416259
0.655,0.000416259
0.656,8.72E-05
0.657,-0.000570771
0.658,-0.00106429
0.659,-0.000899781
0.66,-0.00122879
0.661,-0.000899781
0.662,-0.000406266
0.663,8.72E-05
0.664,0.000251754
0.665,0.000416259
0.666,-7.73E-05
0.667,-0.000406266
0.668,-0.00106429
0.669,-0.0013933
0.67,-0.00122879
0.671,-0.000735276
0.672,-0.000241761
0.673,-7.73E-05
0.674,8.72E-05
0.675,0.000745269
0.676,0.000251754
0.677,-0.000735276
0.678,-0.00122879
0.679,-0.00122879
0.68,-0.00122879
0.681,-0.000735276
0.682,-0.000241761
0.683,8.72E-05
0.684,0.000580764
0.685,0.000580764
0.686,8.72E-05
0.687,-0.000406266
0.688,-0.0013933
0.689,-0.00106429
0.69,-0.00106429
0.691,-0.000899781
0.692,-0.000570771
0.693,0.000251754
0.694,0.000580764
0.695,0.000416259
0.696,-0.000241761
0.697,-0.000735276
0.698,-0.00106429
0.699,-0.00122879
0.7,-0.00122879
0.701,-0.000899781
0.702,-0.000241761
0.703,8.72E-05
0.704,0.000251754
0.705,0.000580764
0.706,-0.000241761
0.707,-0.000570771
0.708,-0.000899781
0.709,-0.0013933
0.71,-0.00122879
0.711,-0.000899781
0.712,-0.000406266
0.713,0.000251754
0.714,0.000745269
0.715,0.000416259
0.716,8.72E-05
0.717,-0.000570771
0.718,-0.000899781
0.719,-0.00122879
0.72,-0.000899781
0.721,-0.000735276
0.722,-0.000735276
0.723,8.72E-05
0.724,0.000416259
0.725,0.000416259
0.726,-7.73E-05
0.727,-0.000735276
0.728,-0.00122879
0.729,-0.0013933
0.73,-0.00122879
0.731,-0.000899781
0.732,-7.73E-05
0.733,8.72E-05
0.734,0.000416259
0.735,0.000251754
0.736,8.72E-05
0.737,-0.000570771
0.738,-0.00122879
0.739,-0.00106429
0.74,-0.00106429
0.741,-0.000735276
0.742,-0.000406266
0.743,8.72E-05
0.744,0.000416259
0.745,0.000251754
0.746,-7.73E-05
0.747,-0.000570771
0.748,-0.00106429
0.749,-0.00122879
0.75,-0.00122879
0.751,-0.000735276
0.752,-7.73E-05
0.753,0.000251754
0.754,8.72E-05
0.755,0.000416259
0.756,8.72E-05
0.757,-0.000570771
0.758,-0.00106429
0.759,-0.00106429
0.76,-0.00122879
0.761,-0.000735276
0.762,-0.000241761
0.763,0.000416259
0.764,0.000580764
0.765,0.000416259
0.766,8.72E-05
0.767,-0.000570771
0.768,-0.000899781
0.769,-0.00106429
0.77,-0.0013933
0.771,-0.000570771
0.772,-0.000241761
0.773,0.000251754
0.774,0.000580764
0.775,0.000416259
0.776,-7.73E-05
0.777,-0.000406266
0.778,-0.000735276
0.779,-0.0013933
0.78,-0.0013933
0.781,-0.000899781
0.782,-7.73E-05
0.783,8.72E-05
0.784,0.000580764
0.785,0.000745269
0.786,8.72E-05
0.787,-0.000570771
0.788,-0.00106429
0.789,-0.0015578
0.79,-0.00106429
0.791,-0.000899781
0.792,-0.000406266
0.793,0.000251754
0.794,0.000416259
0.795,0.000416259
0.796,-7.73E-05
0.797,-0.000735276
0.798,-0.00106429
0.799,-0.00122879
0.8,-0.0013933
0.801,-0.000899781
0.802,-0.000406266
0.803,8.72E-05
0.804,0.000416259
0.805,0.000580764
0.806,0.000251754
0.807,-0.000899781
0.808,-0.000899781
0.809,-0.0013933
0.81,-0.00122879
0.811,-0.000735276
0.812,-0.000241761
0.813,0.000251754
0.814,0.000745269
0.815,0.000416259
0.816,-0.000241761
0.817,-0.000241761
0.818,-0.00106429
0.819,-0.0013933
0.82,-0.00106429
0.821,-0.000735276
0.822,-7.73E-05
0.823,0.000251754
0.824,0.000580764
0.825,0.000251754
0.826,8.72E-05
0.827,-0.000570771
0.828,-0.000899781
0.829,-0.0015578
0.83,-0.0013933
0.831,-0.000899781
0.832,-0.000241761
0.833,8.72E-05
0.834,0.000580764
0.835,0.000251754
0.836,-7.73E-05
0.837,-0.000406266
0.838,-0.00106429
0.839,-0.0013933
0.84,-0.00122879
0.841,-0.000899781
0.842,-0.000406266
0.843,0.000251754
0.844,8.72E-05
0.845,0.000416259
0.846,0.000416259
0.847,-0.000570771
0.848,-0.0013933
0.849,-0.00106429
0.85,-0.00122879
0.851,-0.000899781
0.852,-0.000241761
0.853,-7.73E-05
0.854,0.000416259
0.855,0.000416259
0.856,-7.73E-05
0.857,-0.000406266
0.858,-0.0013933
0.859,-0.0013933
0.86,-0.00122879
0.861,-0.000735276
0.862,-0.000406266
0.863,8.72E-05
0.864,0.000745269
0.865,0.000580764
0.866,8.72E-05
0.867,-7.73E-05
0.868,-0.000899781
0.869,-0.00122879
0.87,-0.00122879
0.871,-7.73E-05
0.872,-0.000241761
0.873,-7.73E-05
0.874,0.000580764
0.875,0.000416259
0.876,-7.73E-05
0.877,-0.000406266
0.878,-0.000735276
0.879,-0.00122879
0.88,-0.0013933
0.881,-0.00106429
0.882,-0.000406266
0.883,0.000251754
0.884,0.000416259
0.885,0.000416259
0.886,-7.73E-05
0.887,-0.000241761
0.888,-0.00122879
0.889,-0.0015578
0.89,-0.00122879
0.891,-0.000899781
0.892,-0.000406266
0.893,0.000251754
0.894,0.000416259
0.895,8.72E-05
0.896,8.72E-05
0.897,-7.73E-05
0.898,-0.000899781
0.899,-0.00106429
0.9,-0.00106429
0.901,-0.000735276
0.902,-0.000570771
0.903,8.72E-05
0.904,0.000416259
0.905,0.000251754
0.906,8.72E-05
0.907,-0.000570771
0.908,-0.00106429
0.909,-0.0013933
0.91,-0.00122879
0.911,-0.000570771
0.912,-0.000735276
0.913,8.72E-05
0.914,0.000909774
0.915,0.000416259
0.916,8.72E-05
0.917,-0.000406266
0.918,-0.00106429
0.919,-0.00106429
0.92,-0.00106429
0.921,-0.000899781
0.922,-0.000570771
0.923,8.72E-05
0.924,0.000251754
0.925,0.000580764
0.926,-7.73E-05
0.927,-0.000570771
0.928,-0.000899781
0.929,-0.0013933
0.93,-0.00106429
0.931,-0.000899781
0.932,-0.000406266
0.933,-7.73E-05
0.934,0.000745269
0.935,0.000909774
0.936,-0.000241761
0.937,-0.000570771
0.938,-0.000899781
0.939,-0.00122879
0.94,-0.00122879
0.941,-0.000899781
0.942,-0.000406266
0.943,-0.000241761
0.944,0.000580764
0.945,0.000416259
0.946,8.72E-05
0.947,-0.000406266
0.948,-0.000899781
0.949,-0.00106429
0.95,-0.0013933
0.951,-0.000899781
0.952,-0.000406266
0.953,-7.73E-05
0.954,0.000580764
0.955,0.000745269
0.956,-7.73E-05
0.957,-0.000406266
0.958,-0.000899781
0.959,-0.00122879
0.96,-0.00106429
0.961,-0.000735276
0.962,-0.000570771
0.963,-7.73E-05
0.964,0.000251754
0.965,0.000416259
0.966,0.000251754
0.967,-0.000406266
0.968,-0.000899781
0.969,-0.00106429
0.97,-0.00122879
0.971,-0.000899781
0.972,-0.000406266
0.973,8.72E-05
0.974,0.000580764
0.975,0.000580764
0.976,0.000416259
0.977,-0.000570771
0.978,-0.000899781
0.979,-0.00122879
0.98,-0.00122879
0.981,-0.000899781
0.982,-0.000241761
0.983,8.72E-05
0.984,0.000416259
0.985,0.000580764
0.986,0.000251754
0.987,-0.000570771
0.988,-0.000899781
0.989,-0.00172231
0.99,-0.0013933
0.991,-0.000899781
0.992,-0.000241761
0.993,0.000416259
0.994,0.000416259
0.995,0.000251754
0.996,8.72E-05
0.997,-0.000406266
0.998,-0.00122879
0.999,-0.0015578
