Time - Voltage,Amplitude - Voltage
0.456,-0.000105294
0.457,0.000454852
0.458,0.000652551
0.459,0.0008832
0.46,0.000290103
0.461,-0.000204144
0.462,-0.000731341
0.463,-0.00092904
0.464,-0.00096199
0.465,-0.000599542
0.466,-0.000171194
0.467,0.000454852
0.468,0.000619602
0.469,0.000619602
0.47,0.000191254
0.471,-0.000138244
0.472,-0.000665441
0.473,-0.000731341
0.474,-0.00102789
0.475,-0.000731341
0.476,-0.000171194
0.477,0.000323053
0.478,0.0008173
0.479,0.000718451
0.48,0.000323053
0.481,-0.000204144
0.482,-0.000665441
0.483,-0.00096199
0.484,-0.000994939
0.485,-0.000764291
0.486,-0.000302993
0.487,0.000356003
0.488,0.000784351
0.489,0.000652551
0.49,0.000356003
0.491,-0.000237094
0.492,-0.000500692
0.493,-0.000994939
0.494,-0.00109379
0.495,-0.000665441
0.496,-0.000204144
0.497,0.000356003
0.498,0.000685501
0.499,0.000751401
0.5,0.000290103
0.501,-0.000105294
0.502,-0.000698391
0.503,-0.00092904
0.504,-0.00092904
0.505,-0.000731341
0.506,-0.000105294
0.507,0.000257154
0.508,0.000718451
0.509,0.000751401
0.51,0.000323053
0.511,-0.000105294
0.512,-0.000632491
0.513,-0.00109379
0.514,-0.00115969
0.515,-0.000632491
0.516,-0.000204144
0.517,0.000323053
0.518,0.000784351
0.519,0.000751401
0.52,0.000356003
0.521,-7.23E-05
0.522,-0.000500692
0.523,-0.00096199
0.524,-0.00102789
0.525,-0.000665441
0.526,-0.000105294
0.527,0.000356003
0.528,0.000784351
0.529,0.000751401
0.53,0.000257154
0.531,-0.000204144
0.532,-0.000698391
0.533,-0.000994939
0.534,-0.00106084
0.535,-0.000797241
0.536,-0.000270043
0.537,0.000290103
0.538,0.000718451
0.539,0.00085025
0.54,0.000388953
0.541,-0.000204144
0.542,-0.000764291
0.543,-0.00089609
0.544,-0.00106084
0.545,-0.000731341
0.546,-0.000138244
0.547,0.000356003
0.548,0.000652551
0.549,0.0008173
0.55,0.000191254
0.551,-0.000335943
0.552,-0.000698391
0.553,-0.00106084
0.554,-0.00109379
0.555,-0.000566592
0.556,-0.000171194
0.557,0.000257154
0.558,0.000751401
0.559,0.000784351
0.56,0.000323053
0.561,-0.000171194
0.562,-0.000665441
0.563,-0.00102789
0.564,-0.00096199
0.565,-0.000797241
0.566,-0.000204144
0.567,0.000290103
0.568,0.0008173
0.569,0.000718451
0.57,0.000388953
0.571,-7.23E-05
0.572,-0.000665441
0.573,-0.00092904
0.574,-0.00109379
0.575,-0.000731341
0.576,-7.23E-05
0.577,0.000323053
0.578,0.000619602
0.579,0.000718451
0.58,0.000388953
0.581,-0.000270043
0.582,-0.000731341
0.583,-0.000994939
0.584,-0.00109379
0.585,-0.000698391
0.586,-0.000204144
0.587,0.000323053
0.588,0.000652551
0.589,0.000751401
0.59,0.000388953
0.591,-0.000171194
0.592,-0.000665441
0.593,-0.00102789
0.594,-0.00102789
0.595,-0.000764291
0.596,-0.000302993
0.597,0.000290103
0.598,0.000718451
0.599,0.0008173
0.6,0.000421903
0.601,-0.000204144
0.602,-0.000698391
0.603,-0.000994939
0.604,-0.00115969
0.605,-0.000797241
0.606,-0.000171194
0.607,0.000323053
0.608,0.000718451
0.609,0.000718451
0.61,0.000290103
0.611,-0.000171194
0.612,-0.000698391
0.613,-0.000994939
0.614,-0.00102789
0.615,-0.000731341
0.616,-0.000237094
0.617,0.000356003
0.618,0.000652551
0.619,0.000718451
0.62,0.000421903
0.621,2.65E-05
0.622,-0.000764291
0.623,-0.00092904
0.624,-0.00106084
0.625,-0.000698391
0.626,-0.000138244
0.627,0.000356003
0.628,0.000685501
0.629,0.000784351
0.63,0.000553702
0.631,-0.000368893
0.632,-0.000566592
0.633,-0.00112674
0.634,-0.00109379
0.635,-0.00089609
0.636,-0.000204144
0.637,0.000290103
0.638,0.0008173
0.639,0.000751401
0.64,0.000751401
0.641,-0.000105294
0.642,-0.000698391
0.643,-0.00102789
0.644,-0.00102789
0.645,-0.000665441
0.646,-0.000237094
0.647,0.000224204
0.648,0.000685501
0.649,0.000718451
0.65,0.000421903
0.651,-0.000105294
0.652,-0.000599542
0.653,-0.000994939
0.654,-0.000994939
0.655,-0.000797241
0.656,-0.000171194
0.657,0.000158304
0.658,0.000718451
0.659,0.000784351
0.66,0.000487802
0.661,-3.94E-05
0.662,-0.000698391
0.663,-0.00102789
0.664,-0.00106084
0.665,-0.000797241
0.666,-0.000237094
0.667,0.000257154
0.668,0.000619602
0.669,0.000652551
0.67,0.000421903
0.671,-6.44E-06
0.672,-0.000533642
0.673,-0.000764291
0.674,-0.00102789
0.675,-0.000797241
0.676,-0.000270043
0.677,0.000191254
0.678,0.000685501
0.679,0.000751401
0.68,0.000421903
0.681,-0.000105294
0.682,-0.000665441
0.683,-0.00092904
0.684,-0.00106084
0.685,-0.000797241
0.686,-0.000401843
0.687,5.95E-05
0.688,0.000685501
0.689,0.000718451
0.69,0.000356003
0.691,-0.000138244
0.692,-0.000599542
0.693,-0.00083019
0.694,-0.00106084
0.695,-0.000797241
0.696,-0.000204144
0.697,0.000191254
0.698,0.000718451
0.699,0.000718451
0.7,0.000454852
0.701,-7.23E-05
0.702,-0.000467742
0.703,-0.00102789
0.704,-0.000994939
0.705,-0.000797241
0.706,-0.000270043
0.707,0.000290103
0.708,0.000784351
0.709,0.000784351
0.71,0.000454852
0.711,-7.23E-05
0.712,-0.000467742
0.713,-0.000994939
0.714,-0.00106084
0.715,-0.00086314
0.716,-0.000237094
0.717,9.24E-05
0.718,0.000619602
0.719,0.0008173
0.72,0.000487802
0.721,-0.000105294
0.722,-0.000665441
0.723,-0.00089609
0.724,-0.00109379
0.725,-0.000632491
0.726,-0.000270043
0.727,0.000191254
0.728,0.000685501
0.729,0.000619602
0.73,0.000421903
0.731,-0.000204144
0.732,-0.000566592
0.733,-0.00102789
0.734,-0.00086314
0.735,-0.000764291
0.736,-0.000335943
0.737,0.000125354
0.738,0.000685501
0.739,0.000751401
0.74,0.000586652
0.741,-0.000138244
0.742,-0.000599542
0.743,-0.00115969
0.744,-0.000994939
0.745,-0.000764291
0.746,-0.000302993
0.747,0.000388953
0.748,0.000586652
0.749,0.000652551
0.75,0.000487802
0.751,-7.23E-05
0.752,-0.000500692
0.753,-0.00086314
0.754,-0.00106084
0.755,-0.00086314
0.756,-0.000204144
0.757,0.000257154
0.758,0.000586652
0.759,0.000751401
0.76,0.000454852
0.761,-7.23E-05
0.762,-0.000599542
0.763,-0.00106084
0.764,-0.00112674
0.765,-0.00083019
0.766,-0.000335943
0.767,0.000191254
0.768,0.000784351
0.769,0.000751401
0.77,0.000487802
0.771,0.000158304
0.772,-0.000434793
0.773,-0.000994939
0.774,-0.00102789
0.775,-0.000797241
0.776,-0.000270043
0.777,0.000224204
0.778,0.000586652
0.779,0.0008173
0.78,0.000388953
0.781,-0.000138244
0.782,-0.000632491
0.783,-0.00106084
0.784,-0.000994939
0.785,-0.00109379
0.786,-0.000401843
0.787,0.000191254
0.788,0.000553702
0.789,0.000718451
0.79,0.000553702
0.791,-7.23E-05
0.792,-0.000599542
0.793,-0.00086314
0.794,-0.000994939
0.795,-0.00092904
0.796,-0.000368893
0.797,0.000421903
0.798,0.000652551
0.799,0.000718451
0.8,0.000388953
0.801,9.24E-05
0.802,-0.000500692
0.803,-0.00102789
0.804,-0.00109379
0.805,-0.00083019
0.806,-0.000302993
0.807,0.000224204
0.808,0.000652551
0.809,0.00085025
0.81,0.000421903
0.811,-3.94E-05
0.812,-0.000566592
0.813,-0.00089609
0.814,-0.00106084
0.815,-0.000797241
0.816,-0.000335943
0.817,0.000290103
0.818,0.000586652
0.819,0.000751401
0.82,0.000454852
0.821,5.95E-05
0.822,-0.000533642
0.823,-0.000797241
0.824,-0.00102789
0.825,-0.000797241
0.826,-0.000368893
0.827,0.000158304
0.828,0.000586652
0.829,0.000784351
0.83,0.000553702
0.831,-3.94E-05
0.832,-0.000533642
0.833,-0.00092904
0.834,-0.000994939
0.835,-0.00092904
0.836,-0.000467742
0.837,0.000224204
0.838,0.000586652
0.839,0.000784351
0.84,0.000586652
0.841,-0.000171194
0.842,-0.000467742
0.843,-0.00096199
0.844,-0.00102789
0.845,-0.00086314
0.846,-0.000335943
0.847,0.000191254
0.848,0.000520752
0.849,0.00091615
0.85,0.000323053
0.851,2.65E-05
0.852,-0.000467742
0.853,-0.00109379
0.854,-0.00096199
0.855,-0.00083019
0.856,-0.000270043
0.857,0.000158304
0.858,0.000619602
0.859,0.00085025
0.86,0.000290103
0.861,0.000125354
0.862,-0.000401843
0.863,-0.00092904
0.864,-0.00096199
0.865,-0.00096199
0.866,-0.000302993
0.867,9.24E-05
0.868,0.000619602
0.869,0.000784351
0.87,0.000520752
0.871,9.24E-05
0.872,-0.000632491
0.873,-0.00092904
0.874,-0.00115969
0.875,-0.00083019
0.876,-0.000270043
0.877,0.000191254
0.878,0.000619602
0.879,0.000718451
0.88,0.000421903
0.881,5.95E-05
0.882,-0.000731341
0.883,-0.00092904
0.884,-0.00106084
0.885,-0.00083019
0.886,-0.000434793
0.887,0.000290103
0.888,0.000619602
0.889,0.000784351
0.89,0.000652551
0.891,-7.23E-05
0.892,-0.000467742
0.893,-0.00096199
0.894,-0.00119264
0.895,-0.000764291
0.896,-0.000368893
0.897,2.65E-05
0.898,0.000685501
0.899,0.000784351
0.9,0.000553702
0.901,-3.94E-05
0.902,-0.000434793
0.903,-0.00109379
0.904,-0.000994939
0.905,-0.00089609
0.906,-0.000434793
0.907,0.000158304
0.908,0.000652551
0.909,0.000784351
0.91,0.000586652
0.911,-6.44E-06
0.912,-0.000533642
0.913,-0.00086314
0.914,-0.00112674
0.915,-0.00086314
0.916,-0.000335943
0.917,0.000191254
0.918,0.000685501
0.919,0.000784351
0.92,0.000553702
0.921,5.95E-05
0.922,-0.000632491
0.923,-0.00092904
0.924,-0.00106084
0.925,-0.00089609
0.926,-0.000335943
0.927,0.000125354
0.928,0.000553702
0.929,0.000784351
0.93,0.000454852
0.931,2.65E-05
0.932,-0.000467742
0.933,-0.00089609
0.934,-0.00119264
0.935,-0.00089609
0.936,-0.000401843
0.937,0.000224204
0.938,0.000586652
0.939,0.00085025
0.94,0.000487802
0.941,2.65E-05
0.942,-0.000434793
0.943,-0.000994939
0.944,-0.00102789
0.945,-0.00083019
0.946,-0.000401843
0.947,0.000257154
0.948,0.000553702
0.949,0.0008832
0.95,0.000586652
0.951,0.000125354
0.952,-0.000434793
0.953,-0.00092904
0.954,-0.000994939
0.955,-0.00083019
0.956,-0.000500692
0.957,0.000224204
0.958,0.000586652
0.959,0.000784351
0.96,0.000652551
0.961,-7.23E-05
0.962,-0.000533642
0.963,-0.00106084
0.964,-0.00092904
0.965,-0.00086314
0.966,-0.000401843
0.967,0.000290103
0.968,0.000520752
0.969,0.000751401
0.97,0.000487802
0.971,2.65E-05
0.972,-0.000467742
0.973,-0.00092904
0.974,-0.00122559
0.975,-0.00086314
0.976,-0.000434793
0.977,2.65E-05
0.978,0.000520752
0.979,0.000718451
0.98,0.000652551
0.981,0.000158304
0.982,-0.000632491
0.983,-0.00092904
0.984,-0.000994939
0.985,-0.00083019
0.986,-0.000368893
0.987,0.000191254
0.988,0.000652551
0.989,0.0008173
0.99,0.000586652
0.991,5.95E-05
0.992,-0.000599542
0.993,-0.00086314
0.994,-0.00086314
0.995,-0.00086314
0.996,-0.000401843
0.997,0.000125354
0.998,0.000553702
0.999,0.000784351
